src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
förordnad,förordnande,2_3,2_8,adj;pp;ut;sg;ind,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,C
förhuset,förhus,1_8,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
avlad,avlat,2_3,2_5,adj;pp;ut;sg;ind,verb;supn;actv - n;ut;sg;ind - adj;pp;nt;sg;ind - n;ut;sg;ind;compound-R,C
ropen,ropande,2_14,2_8,n;nt;pl;def - n;nt;pl;def;compound-R,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
förordnande,förordnat,2_8,2_5,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;supn;actv - adj;pp;nt;sg;ind,C
dömd,dömt,0_5,0_10,adj;pp;ut;sg;ind,verb;supn;actv - adj;pp;nt;sg;ind,C
andar,andades,2_9,2_10,n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;past;pasv,POS_PAIR_ERROR
förloren,förlorar,2_14,2_9,,,SRC_LEXICAL_ERROR
sägen,säg,0_6,0_2,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv;cmp;compound-only-L,POS_PAIR_ERROR
nådastolens,nådastolen,1_6,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
församla,församlad,2_12,2_3,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,adj;pp;ut;sg;ind,POS_PAIR_ERROR
frälsa,frälsare,2_12,2_1,verb;inf;actv,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,POS_PAIR_ERROR
föreskrift,föreskrifter,1_1,1_0,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
styr,styrt,0_2,0_10,verb;imp - n;nt;sg;ind - verb;pres;actv - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;supn;actv - adj;pp;nt;sg;ind,C
Ned,Nea,0_5,0_0,adv; - np;cog - np;cog;compound-R - n;nt;sp;cmp;compound-only-L,np;ant;f - np;ant;f;compound-R,TGT_POS_ERROR
Henas,Hena,0_11,0_0,verb;inf;pasv - verb;pres;pasv,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,C
invigde,invig,0_1,0_2,verb;past;actv - adj;pp;m;sg;def,verb;imp - verb;inf;actv;cmp;compound-only-L,C
röjer,röjer,0_8,0_8,verb;pres;actv,verb;pres;actv,C
grön,gröna,0_2,0_0,adj;sint;pst;ut;sg;ind,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,C
förborgade,förborgat,0_1,0_10,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
ställ,ställe,0_2,0_5,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
avguden,avgud,1_7,1_1,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
tjänen,tjänar,2_14,2_9,,,SRC_LEXICAL_ERROR
kyssas,kysst,0_11,0_10,verb;inf;pasv - verb;inf;pasv,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,C
Nebukadnessars,Nebukadnessar,1_2,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Gilead,Gileads,1_1,1_2,np;ant;m - np;ant;m;compound-R,np;ant;m;gen - np;ant;m;gen;compound-R,SRC_POS_ERROR TGT_POS_ERROR
ryckt,rycken,0_10,0_6,verb;supn;actv,n;nt;pl;def - n;nt;pl;def;compound-R,POS_PAIR_ERROR
stånga,stångad,2_12,2_3,verb;imp - verb;inf;actv,adj;pp;ut;sg;ind,POS_PAIR_ERROR
fördärvad,fördärvar,2_3,2_9,adj;pp;ut;sg;ind,verb;pres;actv,POS_PAIR_ERROR
hjälten,hjältar,1_7,1_0,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
nitälska,nitälskade,2_12,2_11,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;past;actv,C
sång,sången,1_1,1_7,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,C
bortföra,bortförde,0_0,0_1,verb;inf;actv,verb;past;actv - adj;pp;m;sg;def - adj;pp;m;sg;def,C
förorätten,förorättad,2_14,2_3,,,SRC_LEXICAL_ERROR
Driv,Driven,1_1,1_7,verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def - n;ut;sg;def;compound-R - n;ut;sg;def;compound-R - adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,C
tätt,täta,0_10,0_0,adj;sint;pst;nt;sg;ind,verb;imp - verb;inf;actv - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,C
förkvävt,förkvävas,0_10,0_11,verb;supn;actv - adj;pp;nt;sg;ind,verb;inf;pasv,C
fordrade,fordren,2_11,2_14,,,TGT_LEXICAL_ERROR
ådrogo,ådrog,0_15,0_2,,,SRC_LEXICAL_ERROR
högtiden,högtid,1_7,1_1,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
flyktar,flykten,2_9,2_14,verb;pres;actv,n;ut;sg;def - n;ut;sg;def;compound-R,POS_PAIR_ERROR
prisat,prisen,2_5,2_14,verb;supn;actv - adj;pp;nt;sg;ind,n;ut;sg;def - n;ut;sg;def;compound-R - n;nt;pl;def - n;nt;pl;def;compound-R,POS_PAIR_ERROR
brukar,bruken,2_9,2_14,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,n;nt;pl;def - n;nt;pl;def;compound-R,PARADIGM_ERROR
kräva,krävde,0_0,0_1,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,verb;past;actv - adj;pp;m;sg;def,C
kläden,klädd,0_6,0_5,n;nt;pl;ind - n;nt;pl;ind;compound-R,adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,POS_PAIR_ERROR
räkne,räkna,2_15,2_12,verb;inf;actv;cmp;compound-only-L,verb;imp - verb;inf;actv,C
vedergällt,vedergälle,0_10,0_5,,,TGT_LEXICAL_ERROR
efterföljen,efterföljt,0_6,0_10,,,SRC_LEXICAL_ERROR
fallna,fallet,0_0,0_2,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,n;nt;sg;def - n;nt;sg;def;compound-R - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,C
göres,göras,0_3,0_11,verb;pres;pasv,n;nt;sg;ind;gen - n;nt;sg;ind;gen;compound-R - verb;inf;pasv - n;nt;sg;ind;cmp;compound-only-L,C
hädat,hädade,2_5,2_11,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
inprägla,inpräglade,2_12,2_11,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
ställe,ställde,0_5,0_1,n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,POS_PAIR_ERROR
ordning,ordande,2_0,2_8,n;ut;sg;ind - n;ut;sg;ind;compound-R,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
upphöja,upphöjen,0_0,0_6,,,TGT_LEXICAL_ERROR
förlåter,förlåtna,0_8,0_0,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,POS_PAIR_ERROR
ödmjukad,ödmjukat,2_3,2_5,adj;pp;ut;sg;ind,verb;supn;actv - adj;pp;nt;sg;ind,C
vittnesbörd,vittnesbörden,1_1,1_7,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,n;nt;pl;def - n;nt;pl;def;compound-R,C
Samarias,Samaria,2_7,2_12,np;cog;gen - np;top;gen - np;cog;gen;compound-R - np;top;gen;compound-R,np;cog - np;top - np;cog;compound-R - np;top;compound-R,SRC_POS_ERROR TGT_POS_ERROR
värmt,värmen,0_10,0_6,verb;supn;actv - adj;pp;nt;sg;ind,n;un;sg;def - n;ut;sg;def - n;un;sg;def;compound-R - n;ut;sg;def;compound-R,POS_PAIR_ERROR
undervisar,undervisad,2_9,2_3,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,adj;pp;ut;sg;ind,POS_PAIR_ERROR
Heled,Helea,0_5,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
höj,höje,0_2,0_5,,,TGT_LEXICAL_ERROR
stengrund,stengrunden,1_1,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
länden,lände,0_6,0_5,n;ut;sg;def - n;ut;sg;def;compound-R,verb;past;actv,POS_PAIR_ERROR
vässa,vässt,0_0,0_10,,,TGT_LEXICAL_ERROR
ställe,ställa,0_5,0_0,n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;inf;actv,POS_PAIR_ERROR
jord,jord,1_1,1_1,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
upphävt,upphäva,0_10,0_0,verb;supn;actv - adj;pp;nt;sg;ind,verb;inf;actv,C
hövas,hövan,0_11,0_2,,,TGT_LEXICAL_ERROR
profetera,profeterar,2_12,2_9,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;pres;actv,C
stirrar,stirrade,2_9,2_11,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
ropas,ropat,2_7,2_5,verb;inf;pasv - verb;pres;pasv,verb;supn;actv,C
inmönstras,inmönstra,2_7,2_12,verb;inf;pasv - verb;pres;pasv,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,C
lösa,löst,0_0,0_10,verb;inf;actv - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,verb;supn;actv - adj;pst;nt;sg;ind - adj;sint;pst;nt;sg;ind - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,C
Balaam,Balaams,1_1,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
talen,tala,2_14,2_12,n;nt;pl;def,verb;imp - verb;inf;actv,POS_PAIR_ERROR
dagades,dag,2_10,2_2,verb;past;pasv,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,POS_PAIR_ERROR
förbarmare,förbarma,2_1,2_12,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
upplösa,upplösas,0_0,0_11,verb;inf;actv,verb;inf;pasv,C
klagosånger,klagosång,0_8,0_2,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
sårad,såren,2_3,2_14,adj;pp;ut;sg;ind,n;nt;pl;def,POS_PAIR_ERROR
befattar,befattade,2_9,2_11,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
försänkas,försänker,0_11,0_8,verb;inf;pasv,verb;pres;actv,C
noga,nog,0_0,0_2,adv; - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind,adv;,TGT_POS_ERROR
strid,strid,0_2,0_2,verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - adj;sint;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - adj;sint;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,C
säck,säcken,1_1,1_7,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,C
avbärga,avbärgad,2_12,2_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vara,varen,0_0,0_6,,,TGT_LEXICAL_ERROR
altaren,altarens,1_7,1_6,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;pl;ind;gen - n;nt;pl;ind;gen;compound-R,C
hungersnödens,hungersnöden,1_6,1_7,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,C
träffar,träffat,2_9,2_5,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,C
laga,lagen,2_12,2_14,verb;imp - verb;inf;actv - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind,n;nt;pl;def - n;ut;sg;def - n;ut;sg;def;compound-R,POS_PAIR_ERROR
lända,länder,0_0,0_8,verb;inf;actv,verb;pres;actv - n;ut;pl;ind - n;nt;pl;ind - n;ut;pl;ind;compound-R - n;nt;pl;ind;compound-R,C
dagades,dagar,2_10,2_9,verb;past;pasv,n;ut;pl;ind - n;ut;pl;ind;compound-R,POS_PAIR_ERROR
nödgade,nödgas,2_11,2_7,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;pasv - verb;pres;pasv - verb;inf;pasv - verb;pres;pasv,C
stång,stången,2_2,2_14,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,C
förlitande,förlite,2_8,2_15,,,TGT_LEXICAL_ERROR
uppgiva,uppgivas,0_0,0_11,verb;inf;actv,verb;inf;pasv,C
väter,väta,0_8,0_0,verb;pres;actv,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
trollkarlar,trollkarl,1_0,1_1,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
ansätta,ansätt,0_0,0_2,verb;inf;actv,verb;imp - verb;inf;actv;cmp;compound-only-L,C
ståtliga,ståtlig,0_0,0_2,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;sint;pst;ut;sg;ind,C
lada,lade,0_0,0_5,n;ut;sg;ind - n;ut;sg;ind;compound-R,verb;past;actv - n;ut;sg;ind;cmp;compound-only-L,C
fästen,fästes,0_6,0_3,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;sg;ind;gen - adj;pp;m;sg;def;gen - n;nt;sg;ind;gen;compound-R - verb;pres;pasv - verb;past;pasv,C
anklaga,anklagare,2_12,2_1,,,TGT_LEXICAL_ERROR
bevisade,bevisad,2_11,2_3,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,adj;pp;ut;sg;ind,C
dagsverken,dagsverke,1_7,1_1,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;sg;ind - n;nt;sg;ind;compound-R,C
förvillar,förvilla,2_9,2_12,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv,C
press,pressa,2_2,2_12,n;ut;sg;ind - n;ut;sg;ind;gen - n;ut;sg;ind;compound-R - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;imp - verb;inf;actv,C
fördelade,fördela,2_11,2_12,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv,C
Spring,Spring,0_2,0_2,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,C
utsläckes,utsläckte,0_3,0_1,verb;pres;pasv,verb;past;actv - adj;pp;m;sg;def,C
förlåt,förlåten,0_2,0_6,ij; - verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R - adj;pp;ut;sg;ind,C
smädat,smädad,2_5,2_3,verb;supn;actv - adj;pp;nt;sg;ind,adj;pp;ut;sg;ind,C
stötes,stöten,0_3,0_6,verb;pres;pasv,n;ut;sg;def - n;ut;sg;def;compound-R,POS_PAIR_ERROR
ingiven,ingivit,0_6,0_14,adj;pp;ut;sg;ind,verb;supn;actv,POS_PAIR_ERROR
ordnad,ordnat,0_5,0_10,adj;pp;ut;sg;ind,verb;supn;actv - adj;pp;nt;sg;ind,C
fariséer,fariséerna,1_0,1_5,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,C
betala,betalen,0_0,0_6,,,TGT_LEXICAL_ERROR
slakt,slaktet,2_2,2_4,,,TGT_LEXICAL_ERROR
gripa,gripit,0_0,0_14,verb;inf;actv,verb;supn;actv,C
överdrag,överdrager,0_2,0_8,verb;imp - n;nt;sg;ind - n;nt;pl;ind - verb;inf;actv;cmp;compound-only-L - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv,C
näst,näsa,0_10,0_0,adv; - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L - n;nt;sg;ind;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R,PARADIGM_ERROR
stränga,strängare,0_0,0_12,verb;imp - verb;inf;actv - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;sint;comp;un;sp,C
bocken,bockar,1_7,1_0,n;ut;sg;def - n;ut;sg;def;compound-R,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,C
befriade,befriat,2_11,2_5,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
handkvarnen,handkvarn,1_7,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
furstens,furstar,1_6,1_0,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
draget,dragit,0_2,0_14,n;nt;sg;def - adj;pp;nt;sg;ind - n;nt;sg;def;compound-R - adj;sint;pst;nt;sg;ind,verb;supn;actv,POS_PAIR_ERROR
konungavälde,konungaväldet,0_5,0_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
begär,begären,0_2,0_6,verb;imp - n;nt;sg;ind - n;nt;pl;ind - verb;pres;actv - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;nt;pl;def - n;nt;pl;def;compound-R,C
skälvande,skälver,0_9,0_8,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv,POS_PAIR_ERROR
uthärden,uthärda,2_14,2_12,,,SRC_LEXICAL_ERROR
dåraktig,dåraktige,0_2,0_5,adj;sint;pst;ut;sg;ind,adj;sint;pst;m;sg;def,C
Ba,Ba,2_12,2_12,adv; - np;cog - np;cog;compound-R,adv; - np;cog - np;cog;compound-R,SRC_POS_ERROR TGT_POS_ERROR
utsaga,utsagan,0_0,0_2,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,C
bryta,bryt,0_0,0_2,verb;inf;actv,verb;imp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,C
talades,talet,2_10,2_4,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,n;nt;sg;def - n;nt;sg;def;compound-R,POS_PAIR_ERROR
avsöndrade,avsöndrar,2_11,2_9,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv,C
torrt,torr,0_10,0_2,adj;sint;pst;nt;sg;ind,adj;sint;pst;ut;sg;ind,C
försyndade,försyndat,2_11,2_5,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
bundet,bundo,0_2,0_15,,,TGT_LEXICAL_ERROR
tillkalla,tillkallade,2_12,2_11,verb;imp - verb;inf;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
räknades,räknade,2_10,2_11,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
skölja,sköljt,0_0,0_10,verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind,C
förkunnar,förkunna,2_9,2_12,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv,C
verkar,verka,2_9,2_12,verb;pres;actv,verb;imp - verb;inf;actv,C
levande,lever,0_9,0_8,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
nedgång,nedgången,1_1,1_7,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R - adj;sint;pst;ut;sg;ind,C
bruke,brukar,2_15,2_9,,,SRC_LEXICAL_ERROR
öppnat,öppnad,2_5,2_3,verb;supn;actv - adj;pp;nt;sg;ind,adj;pp;ut;sg;ind,C
undervisning,undervisar,2_0,2_9,n;ut;sg;ind - n;ut;sg;ind;compound-R,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
cederplankor,cederplanka,0_13,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
världen,världs,1_7,1_2,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
lägges,lägge,0_3,0_5,,,TGT_LEXICAL_ERROR
inred,inreda,0_2,0_0,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;inf;actv,C
Anas,Aner,0_11,0_8,np;cog;gen - np;top;gen - np;cog;gen;compound-R - np;top;gen;compound-R - verb;inf;pasv - verb;pres;pasv,np;ant;m - np;ant;m;compound-R,TGT_POS_ERROR
förtär,förtärd,0_2,0_5,verb;imp - verb;pres;actv - verb;inf;actv;cmp;compound-only-L,adj;pp;ut;sg;ind,POS_PAIR_ERROR
del,delar,2_2,2_9,np;attr - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,C
lågan,lågande,0_2,0_9,n;ut;sg;def - n;ut;sg;def;compound-R,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
sus,sus,0_2,0_2,n;nt;sg;ind - n;nt;sg;ind;gen - n;nt;sg;ind;compound-R - n;nt;sg;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;nt;sg;ind - n;nt;sg;ind;gen - n;nt;sg;ind;compound-R - n;nt;sg;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
förtvinade,förtvina,2_11,2_12,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv,C
förföljda,förfölja,0_0,0_0,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,verb;inf;actv,POS_PAIR_ERROR
bergsklyftor,bergsklyftan,0_13,0_2,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,C
doppar,doppade,2_9,2_11,verb;pres;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
sörjer,sörja,0_8,0_0,verb;pres;actv,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
föden,föda,0_6,0_0,,,SRC_LEXICAL_ERROR
hälen,häl,1_7,1_1,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
