src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
gereichte,gereicht,0_4,0_6,verb;pp - verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;pp - verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
Retter,Rette,0_5,0_3,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,POS_PAIR_ERROR
segnen,segnest,0_0,0_10,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pri;p2;sg - verb;prs;p2;sg,C
mag,mager,0_12,0_5,verb;pri;p1;sg - verb;pri;p3;sg,adj;sint - adj;sint;attr - adj;sint;pred,POS_PAIR_ERROR
könne,könnt,0_3,0_6,verb;prs;p1;sg - verb;prs;p3;sg,verb;pri;p2;pl,C
Haupthaare,Haupthaar,0_3,0_12,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
zählten,zählet,0_11,0_9,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;prs;p2;pl,C
fluchen,flucht,0_0,0_6,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;imp;pl - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p2;pl - verb;pri;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,C
Ratet,Rats,0_9,0_1,verb;imp;pl - verb;pri;p2;pl - verb;prs;p2;pl,n;m;sg;gen - n;m;sg;cmp;compound-only-L - n;m;sg;gen;lower - n;m;sg;gen;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,POS_PAIR_ERROR
vierten,vier,0_11,0_12,verb;pp;heur - verb;pii;p1;pl;heur - verb;pii;p3;pl;heur - verb;pis;p1;pl;heur - verb;pis;p3;pl;heur - adj;ord;m;sg;gen;st - adj;ord;m;sg;gen;sw - adj;ord;m;sg;gen;mix - adj;ord;m;sg;dat;sw - adj;ord;m;sg;dat;mix - adj;ord;m;sg;acc;st - adj;ord;m;sg;acc;sw - adj;ord;m;sg;acc;mix - adj;ord;m;pl;nom;sw - adj;ord;m;pl;nom;mix - adj;ord;m;pl;gen;sw - adj;ord;m;pl;gen;mix - adj;ord;m;pl;dat;st - adj;ord;m;pl;dat;sw - adj;ord;m;pl;dat;mix - adj;ord;m;pl;acc;sw - adj;ord;m;pl;acc;mix - adj;ord;f;sg;gen;sw - adj;ord;f;sg;gen;mix - adj;ord;f;sg;dat;sw - adj;ord;f;sg;dat;mix - adj;ord;f;pl;nom;sw - adj;ord;f;pl;nom;mix - adj;ord;f;pl;gen;sw - adj;ord;f;pl;gen;mix - adj;ord;f;pl;dat;st - adj;ord;f;pl;dat;sw - adj;ord;f;pl;dat;mix - adj;ord;f;pl;acc;sw - adj;ord;f;pl;acc;mix - adj;ord;nt;sg;gen;st - adj;ord;nt;sg;gen;sw - adj;ord;nt;sg;gen;mix - adj;ord;nt;sg;dat;sw - adj;ord;nt;sg;dat;mix - adj;ord;nt;pl;nom;sw - adj;ord;nt;pl;nom;mix - adj;ord;nt;pl;gen;sw - adj;ord;nt;pl;gen;mix - adj;ord;nt;pl;dat;st - adj;ord;nt;pl;dat;sw - adj;ord;nt;pl;dat;mix - adj;ord;nt;pl;acc;sw - adj;ord;nt;pl;acc;mix,num;pl - verb;imp;sg;heur,C
täuschen,täuscht,0_0,0_6,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
sonderten,sondere,0_11,0_3,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
einnehmen,einnehmt,0_0,0_6,verb;sep;inf - verb;sep;ger;nom - verb;sep;ger;dat - verb;sep;ger;acc - verb;sep;fs;pri;p1;pl - verb;sep;fs;pri;p3;pl - verb;sep;fs;prs;p1;pl - verb;sep;fs;prs;p3;pl,verb;sep;fs;pri;p2;pl,C
geraubt,geraubte,0_6,0_4,verb;pp,verb;pp,C
wohnt,wohne,0_6,0_3,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
kehrt,kehrst,0_6,0_10,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;pri;p2;sg,C
rote,roten,0_3,0_0,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,C
jährigen,jährig,0_0,0_12,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,adj;sint - adj;sint;attr - adj;sint;pred,C
fliehet,fliehen,0_9,0_0,verb;prs;p2;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
Ring,Ring,0_12,0_12,adj;sint - adj;sint;attr - adj;sint;pred - n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - verb;imp;sg - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,adj;sint - adj;sint;attr - adj;sint;pred - n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - verb;imp;sg - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,C
Jochs,Jochen,0_1,0_0,n;nt;sg;gen - n;nt;sg;cmp;compound-only-L - n;nt;sg;gen;lower - n;nt;sg;gen;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,n;nt;pl;dat - n;nt;pl;dat;lower - n;nt;pl;dat;lower;compound-R,C
Haderer,Haderer,1_0,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lehrte,lehrest,0_4,0_2,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;prs;p2;sg,C
halft,halfen,0_6,0_0,verb;pii;p2;pl,verb;pii;p1;pl - verb;pii;p3;pl,C
bezaubert,bezauberte,0_6,0_4,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ruhe,ruhen,0_3,0_0,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
Gebete,Gebets,0_3,0_1,n;nt;sg;dat - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - n;nt;sg;dat;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - n;nt;sg;dat;lower;compound-R - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,n;nt;sg;gen - n;nt;sg;cmp;compound-only-L - n;nt;sg;gen;lower - n;nt;sg;gen;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
fällte,fällen,0_4,0_0,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;inf - n;m;pl;dat;lower - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;m;pl;dat;lower;compound-R - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
nahte,nahes,0_4,0_8,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,POS_PAIR_ERROR
anriefst,anriefst,0_10,0_10,verb;sep;fs;pii;p2;sg,verb;sep;fs;pii;p2;sg,C
beleidigt,beleidigen,0_6,0_0,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
höre,höret,0_3,0_9,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;prs;p2;pl,C
belagert,belagerte,0_6,0_4,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
Haderern,Haderer,1_1,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
bringest,bringen,0_2,0_0,verb;prs;p2;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
hasset,hasse,0_9,0_3,verb;prs;p2;pl,n;m;sg;dat;lower - n;m;sg;dat;lower;compound-R - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
kräftig,kräftige,0_12,0_3,adv; - adj;sint - adj;sint;attr - adj;sint;pred,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,C
Jünglingen,Jüngling,0_0,0_12,n;m;pl;dat - n;m;pl;dat;lower - n;m;pl;dat;lower;compound-R,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,C
trauten,traut,0_11,0_6,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl - adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,adj;sint - adj;sint;attr - adj;sint;pred - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
reuen,reuen,0_0,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
rächen,räche,0_0,0_3,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
bricht,brich,0_6,0_12,verb;pri;p3;sg,verb;imp;sg,C
Lästerer,Lästerers,1_0,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Gerecht,Gerechten,0_12,0_0,adv; - adj;sint - adj;sint;attr - adj;sint;pred,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,C
freigelassenen,freigelassene,0_0,0_3,verb;pp,verb;pp,C
Steigt,Steig,0_6,0_12,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - verb;imp;sg - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,C
fluchet,fluchen,0_9,0_0,verb;prs;p2;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
versöhne,versöhne,0_3,0_3,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
wollen,wollest,0_0,0_2,verb;inf - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;prs;p2;sg,C
prüfest,prüfst,0_2,0_10,verb;prs;p2;sg,verb;pri;p2;sg,C
gestickten,gestickt,0_0,0_12,verb;pp,verb;pp,C
empören,empörte,0_0,0_4,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,C
zerstreue,zerstreute,0_3,0_4,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,C
Levis,Levit,0_1,0_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
solch,solches,0_12,0_8,adv;,det;ind;m;sg;gen - det;ind;nt;sg;nom - det;ind;nt;sg;gen - det;ind;nt;sg;acc,POS_PAIR_ERROR
Hohn,Hohn,0_0,0_0,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,C
segnet,segne,0_6,0_12,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
wirket,wirke,0_9,0_3,verb;prs;p2;pl,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
haderte,hadert,0_4,0_6,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,C
Briefe,Briefes,0_3,0_8,n;m;sg;dat - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;dat;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;dat;lower;compound-R - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,n;m;sg;gen - n;m;sg;gen;lower - n;m;sg;gen;lower;compound-R,C
Kindeskinder,Kindeskind,0_5,0_12,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
streue,streute,0_3,0_4,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
sollt,sollten,0_6,0_11,verb;pri;p2;pl,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
übrigbleibet,übrigbleiben,0_9,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
scheckige,scheckigen,0_3,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Athaljas,Athalja,1_2,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Pflanzung,Pflanzung,0_12,0_12,n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R,n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R,C
angehöre,angehöret,0_3,0_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
