src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
lærið,læri,0_19,0_15,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
sæll,sæll,1_0,1_0,adj;pst;m;sg;nom;sta,adj;pst;m;sg;nom;sta,C
helga,helgum,1_14,1_2,n;f;pl;gen;ind - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,n;f;pl;dat;ind - adj;pst;m;sg;gen;sta - adj;pst;m;pl;gen;sta - adj;pst;f;pl;gen;sta - adj;pst;nt;pl;gen;sta,C
reynist,reynt,0_7,0_17,verb;midv;inf - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
Galatalandi,Galataland,1_7,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fiska,fiskunum,1_14,1_1,n;m;pl;acc;ind - n;m;pl;acc;def - n;m;pl;gen;ind - n;m;pl;gen;def,n;m;pl;dat;ind,C
líkur,lík,0_16,0_14,n;f;pl;nom;ind - n;f;pl;acc;ind - adj;pst;m;sg;nom;sta,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;imp;p2;sg - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
elskum,elskar,1_2,1_9,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,C
spádómsgáfu,spádómsgáfa,1_17,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
langar,langað,1_9,1_8,verb;actv;pri;p1;sg - verb;actv;pri;p1;pl - verb;actv;pri;p2;sg - verb;actv;pri;p2;pl - verb;actv;pri;p3;sg - verb;actv;pri;p3;pl - adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,verb;actv;supn,C
færði,færir,0_5,0_8,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - adj;pst;m;pl;nom;sta - verb;actv;pss;p2;sg,C
feng,fengið,1_0,1_15,,,SRC_LEXICAL_ERROR
smiðinn,smiðurinn,1_5,1_16,n;m;sg;acc;def,n;m;sg;nom;def,C
freistið,freista,1_15,1_14,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,C
foreldrar,foreldrunum,1_9,1_1,n;m;pl;nom;ind,n;nt;pl;dat;def - n;m;pl;dat;def,C
freisti,freistið,1_7,1_15,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
tíðum,tíðin,1_2,1_6,adv; - n;f;pl;dat;ind - adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,n;f;sg;nom;def,C
hórkarl,hórkarla,1_0,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fávísir,fávísa,1_4,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
full,full,1_0,1_0,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
stíg,stígi,1_0,1_7,,,TGT_LEXICAL_ERROR
ríki,ríkið,0_15,0_19,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - adj;pst;m;sg;nom;vei,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
greinum,greina,1_2,1_14,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl - n;m;pl;dat;ind,verb;actv;inf - verb;midv;inf - n;f;pl;gen;ind - verb;actv;pri;p3;pl - n;m;pl;acc;ind - n;m;pl;gen;ind,C
þrætum,þrætu,1_2,1_17,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hestur,hestar,1_12,1_9,n;m;sg;nom;ind,n;m;pl;nom;ind,C
þunguð,þungir,1_18,1_4,,,SRC_LEXICAL_ERROR
líflátið,lífláta,1_15,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
átuð,át,1_18,1_0,verb;actv;past;p2;pl,n;nt;sg;nom;ind - n;nt;sg;acc;ind - verb;actv;past;p1;sg - verb;actv;past;p3;sg,C
mæli,mæla,0_15,0_20,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - n;m;sg;acc;ind - n;m;sg;dat;ind,verb;actv;inf - verb;actv;pri;p3;pl - n;nt;pl;gen;ind - n;m;pl;acc;ind - n;m;pl;gen;ind,C
lim,limir,1_0,1_4,n;m;sg;acc;ind - n;m;sg;dat;ind,n;m;pl;nom;ind,C
land,lands,1_0,1_13,n;nt;sg;nom;ind - n;nt;sg;acc;ind,n;nt;sg;gen;ind,C
verðið,verðinu,1_15,1_10,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,n;nt;sg;dat;def,C
lögmál,lögmáli,1_0,1_7,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;sg;dat;ind,C
bátur,báta,1_12,1_14,n;m;sg;nom;ind,n;m;pl;acc;ind - n;m;pl;gen;ind,C
kominn,komum,0_2,0_1,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;past;p1;pl - verb;actv;prs;p1;pl,C
forgengilegu,forgengilegum,1_17,1_2,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,C
selt,selja,0_17,0_6,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;inf - verb;actv;pri;p3;pl,C
mælir,mælist,0_8,0_7,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - n;m;sg;nom;ind,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,C
vissum,vissa,1_2,1_14,verb;actv;past;p1;pl - verb;actv;pss;p1;pl - n;f;pl;dat;ind - adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,n;f;sg;nom;ind - n;f;pl;gen;ind - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
lesinn,lesin,1_5,1_6,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,C
klædd,klæddan,1_0,1_3,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,verb;actv;pp;m;sg;acc;sta - adj;pst;m;sg;acc;sta,C
þigg,þiggur,0_14,0_16,verb;actv;pri;p1;sg - verb;actv;imp;p2;sg,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,C
auðugir,auðugi,1_4,1_7,adj;pst;m;pl;nom;sta,adj;pst;m;sg;nom;vei,C
ósýnilegum,ósýnilega,1_2,1_14,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
seld,selduð,1_0,1_18,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;past;p2;pl - verb;actv;pss;p2;pl,C
hengdan,hengduð,1_3,1_18,verb;actv;pp;m;sg;acc;sta,verb;actv;past;p2;pl - verb;actv;pss;p2;pl,C
staði,staða,1_7,1_14,n;m;pl;acc;ind,n;f;sg;nom;def - n;f;pl;gen;def - n;m;pl;gen;ind,C
bréf,bréf,1_0,1_0,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,C
brauði,brauðum,1_7,1_2,n;nt;sg;dat;ind,n;nt;pl;dat;ind,C
kært,kærir,0_17,0_8,verb;actv;supn - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - adj;pst;m;pl;nom;sta,C
ættar,ætt,1_9,1_0,n;f;sg;gen;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,C
laugst,laug,0_12,0_14,verb;actv;past;p2;sg,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - verb;actv;past;p1;sg - verb;actv;past;p3;sg,C
syndug,syndugu,1_0,1_17,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
syrgið,syrgja,0_19,0_6,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;inf - verb;actv;pri;p3;pl,C
eilífa,eilífu,1_14,1_17,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;gen;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,C
vildir,vilduð,1_4,1_18,verb;actv;past;p2;sg - verb;actv;pss;p2;sg,verb;actv;past;p2;pl - verb;actv;pss;p2;pl,C
brotist,brotið,0_7,0_19,verb;midv;supn,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
hliðar,hlið,1_9,1_0,n;f;sg;gen;ind - n;f;pl;nom;ind - n;f;pl;acc;ind - n;nt;pl;acc;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - n;nt;sg;nom;ind - n;nt;sg;nom;def - n;nt;sg;acc;ind,C
báðu,báða,1_17,1_14,verb;actv;past;p3;pl,prn;ind;m;pl;acc - det;ind;m;pl;acc,POS_PAIR_ERROR
fiskinn,fiski,1_5,1_7,n;m;sg;acc;ind - n;m;sg;acc;def,n;m;sg;dat;ind - n;m;sg;dat;def,C
helgast,helgið,1_19,1_15,,,TGT_LEXICAL_ERROR
berast,ber,0_11,0_14,verb;midv;inf - verb;midv;supn - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p3;sg - verb;midv;pri;p3;pl,verb;actv;pri;p1;sg - verb;actv;pri;p3;sg - verb;actv;imp;p2;sg - verb;actv;pri;p1;sg - verb;actv;pri;p3;sg - verb;actv;imp;p2;sg,C
lentu,lent,1_17,1_0,verb;actv;past;p3;pl - verb;actv;pss;p3;pl,verb;actv;supn,C
góðum,góðir,1_2,1_4,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,adj;pst;m;pl;nom;sta,C
vinir,vinur,1_4,1_12,n;m;pl;nom;ind,n;m;sg;nom;ind,C
vegu,vegar,1_17,1_9,,,SRC_LEXICAL_ERROR
snertu,snerist,0_4,0_7,,,SRC_LEXICAL_ERROR
bili,bil,0_15,0_14,n;nt;sg;dat;ind,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,C
lýðum,lýði,1_2,1_7,n;m;pl;dat;ind,n;m;pl;acc;ind,C
skipin,skip,1_6,1_0,n;nt;pl;nom;def - n;nt;pl;acc;def,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,C
staðfastur,staðfasta,1_12,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
góðs,góðar,1_13,1_9,adj;pst;m;sg;gen;sta - adj;pst;nt;sg;gen;sta,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,C
uppfyllt,uppfylla,0_17,0_20,verb;actv;supn - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;inf - verb;actv;pri;p3;pl,C
kröftugt,kröftugi,0_17,0_15,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
mæla,mælir,0_20,0_8,verb;actv;inf - verb;actv;pri;p3;pl - n;nt;pl;gen;ind - n;m;pl;acc;ind - n;m;pl;gen;ind,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - n;m;sg;nom;ind,C
dragast,drag,1_19,1_0,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;imp;p2;sg,C
komu,koma,0_10,0_20,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind - verb;actv;past;p3;pl,verb;actv;inf - n;f;sg;nom;ind - n;f;pl;gen;ind - verb;actv;pri;p3;pl,C
þorp,þorps,1_0,1_13,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;sg;gen;ind,C
leitið,leit,1_15,1_0,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - verb;actv;past;p1;sg - verb;actv;past;p3;sg,PARADIGM_ERROR
styrktu,styrk,0_4,0_14,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,n;m;sg;acc;ind - n;m;sg;dat;ind - verb;actv;imp;p2;sg,C
sælda,sæld,1_14,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
helgu,helgar,1_17,1_9,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;gen;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,n;f;pl;nom;ind - n;f;pl;acc;ind - adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,C
þolduð,þoldum,1_18,1_2,verb;actv;past;p2;pl,verb;actv;past;p1;pl,C
þung,þungt,1_0,1_0,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adv; - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,C
skreytið,skreyttu,0_19,0_4,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei - adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;gen;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,C
blindum,blinda,1_2,1_14,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl - adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg - adj;pst;m;pl;acc;sta - adj;pst;f;sg;acc;sta,C
halda,haldið,0_20,0_19,verb;actv;inf - n;nt;pl;gen;ind - verb;actv;pri;p3;pl,verb;actv;supn - n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
voni,vonum,1_7,1_2,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,C
komast,komu,0_11,0_10,verb;midv;inf - verb;midv;pri;p3;pl,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind - verb;actv;past;p3;pl,C
sýnd,sýnduð,1_0,1_18,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;past;p2;pl - verb;actv;pss;p2;pl,C
höggormar,höggorm,1_9,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
afneita,afneiti,1_14,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Engum,Enga,1_2,1_14,prn;ind;m;sg;dat - prn;ind;m;pl;dat - prn;ind;f;pl;dat - prn;ind;nt;pl;dat - det;ind;m;sg;dat - det;ind;m;pl;dat - det;ind;f;pl;dat - det;ind;nt;pl;dat,prn;ind;m;pl;acc - prn;ind;f;sg;acc - det;ind;m;pl;acc - det;ind;f;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
skyldum,skyldir,1_2,1_4,verb;pss;p1;pl - adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,verb;pss;p2;sg - adj;pst;m;pl;nom;sta,C
vænta,væntið,1_14,1_15,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl,C
spákona,spákonu,1_14,1_17,n;f;sg;nom;ind,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,C
óhóf,óhófi,1_0,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vatn,vatna,1_0,1_14,n;nt;sg;nom;ind - n;nt;sg;acc;ind,n;nt;pl;gen;ind,C
Mannssonurinn,Mannssonur,1_16,1_12,np;ant;m;sg;nom - np;ant;m;sg;acc,np;ant;m;sg;nom - np;ant;m;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
gjörast,gjöra,0_11,0_20,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;inf - verb;midv;inf - verb;actv;pri;p3;pl,C
fáum,fáir,0_1,0_8,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,C
völl,völlunum,1_0,1_1,n;m;sg;acc;ind,n;m;pl;dat;def,C
dýr,dýri,1_0,1_7,adj;pst;m;sg;nom;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;m;sg;nom;vei,C
læknaði,læknað,1_11,1_8,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
þegja,þegir,0_6,0_8,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
visnar,visnað,1_9,1_8,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
afsökunar,afsökun,1_9,1_0,n;f;sg;gen;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,C
þeirrar,þeirra,1_9,1_14,prn;dem;f;sg;gen - det;dem;f;sg;gen,prn;dem;f;pl;gen - prn;dem;m;pl;gen - prn;dem;nt;pl;gen - det;dem;f;pl;gen - det;dem;m;pl;gen - det;dem;nt;pl;gen - prn;p3;nt;pl;gen - prn;p3;f;pl;gen - prn;p3;m;pl;gen,SRC_POS_ERROR TGT_POS_ERROR
gefinn,gefa,1_5,1_14,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta - adj;pst;m;sg;nom;sta - adj;pst;m;sg;acc;sta,verb;actv;inf - verb;actv;pri;p3;pl,C
helga,helgi,1_14,1_7,n;f;pl;gen;ind - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind - adj;pst;m;sg;nom;vei,C
vísaði,vísa,1_11,1_14,,,SRC_LEXICAL_ERROR
heilu,heilir,1_17,1_4,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;m;pl;nom;sta,C
vegi,vegið,1_7,1_15,,,TGT_LEXICAL_ERROR
fyrsta,fyrsta,1_14,1_14,adj;ord;m;sg;acc;vei - adj;ord;m;sg;dat;vei - adj;ord;m;sg;gen;vei - adj;ord;m;pl;acc;sta - adj;ord;f;sg;nom;vei - adj;ord;f;sg;acc;sta - adj;ord;nt;sg;nom;vei - adj;ord;nt;sg;dat;vei - adj;ord;nt;sg;gen;vei,adj;ord;m;sg;acc;vei - adj;ord;m;sg;dat;vei - adj;ord;m;sg;gen;vei - adj;ord;m;pl;acc;sta - adj;ord;f;sg;nom;vei - adj;ord;f;sg;acc;sta - adj;ord;nt;sg;nom;vei - adj;ord;nt;sg;dat;vei - adj;ord;nt;sg;gen;vei,C
stór,stór,1_0,1_0,adj;pst;m;sg;nom;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;m;sg;nom;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
