src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
sägen,säg,0_6,ADJ;INDF;MASC+FEM;SG,0_2,V;ACT;NFIN;COMPOUND,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
nådastolens,nådastolen,1_6,N;DEF;GEN;SG,1_7,DET;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
församla,församlad,2_12,V;IMP,2_3,PRN,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
frälsa,frälsare,2_12,V;IMP,2_1,N;INDF;NOM;PL,verb;inf;actv,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,POS_PAIR_ERROR;SRC_SLOT_ERROR
föreskrift,föreskrifter,1_1,N;INDF;NOM;SG,1_0,N;INDF;PL,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
styr,styrt,0_2,V;ACT;NFIN;COMPOUND,0_10,ADJ;INDF;NEUT;SG,verb;imp - n;nt;sg;ind - verb;pres;actv - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;supn;actv - adj;pp;nt;sg;ind,ERR_TGT_SLOT_ERROR
Ned,Nea,0_5,V.PTCP;PST,0_0,V;ACT;NFIN,adv; - np;cog - np;cog;compound-R - n;nt;sp;cmp;compound-only-L,np;ant;f - np;ant;f;compound-R,TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
Henas,Hena,0_11,ADJ;INDF;GEN;PL,0_0,V;ACT;NFIN,verb;inf;pasv - verb;pres;pasv,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
invigde,invig,0_1,V;ACT;IND;PST,0_2,V;ACT;NFIN;COMPOUND,verb;past;actv - adj;pp;m;sg;def,verb;imp - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
röjer,röjer,0_8,V.CVB,0_8,V.CVB,verb;pres;actv,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
grön,gröna,0_2,V;ACT;NFIN;COMPOUND,0_0,V;ACT;NFIN,adj;sint;pst;ut;sg;ind,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
förborgade,förborgat,0_1,V;ACT;IND;PST,0_10,ADJ;INDF;NEUT;SG,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,ERR_TGT_SLOT_ERROR
ställ,ställe,0_2,V;ACT;NFIN;COMPOUND,0_5,V.PTCP;PST,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
avguden,avgud,1_7,DET;SG,1_1,N;INDF;NOM;SG,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tjänen,tjänar,2_14,N;DEF;SG,2_9,V;ACT;IND;PRS,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
kyssas,kysst,0_11,ADJ;INDF;GEN;PL,0_10,ADJ;INDF;NEUT;SG,verb;inf;pasv - verb;inf;pasv,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR
Nebukadnessars,Nebukadnessar,1_2,N;INDF;GEN;PL,1_1,N;INDF;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Gilead,Gileads,1_1,N;INDF;NOM;SG,1_2,N;INDF;GEN;PL,np;ant;m - np;ant;m;compound-R,np;ant;m;gen - np;ant;m;gen;compound-R,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
ryckt,rycken,0_10,ADJ;INDF;NEUT;SG,0_6,ADJ;INDF;MASC+FEM;SG,verb;supn;actv,n;nt;pl;def - n;nt;pl;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
stånga,stångad,2_12,V;IMP,2_3,PRN,verb;imp - verb;inf;actv,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fördärvad,fördärvar,2_3,PRN,2_9,V;ACT;IND;PRS,adj;pp;ut;sg;ind,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hjälten,hjältar,1_7,DET;SG,1_0,N;INDF;PL,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
nitälska,nitälskade,2_12,V;IMP,2_11,ADJ;DEF;PL,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;past;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sång,sången,1_1,N;INDF;NOM;SG,1_7,DET;SG,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
bortföra,bortförde,0_0,V;ACT;NFIN,0_1,V;ACT;IND;PST,verb;inf;actv,verb;past;actv - adj;pp;m;sg;def - adj;pp;m;sg;def,C
förorätten,förorättad,2_14,N;DEF;SG,2_3,PRN,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
Driv,Driven,1_1,N;INDF;NOM;SG,1_7,DET;SG,verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def - n;ut;sg;def;compound-R - n;ut;sg;def;compound-R - adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,TGT_SLOT_ERROR
tätt,täta,0_10,ADJ;INDF;NEUT;SG,0_0,V;ACT;NFIN,adj;sint;pst;nt;sg;ind,verb;imp - verb;inf;actv - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,ERR_SRC_SLOT_ERROR
förkvävt,förkvävas,0_10,ADJ;INDF;NEUT;SG,0_11,ADJ;INDF;GEN;PL,verb;supn;actv - adj;pp;nt;sg;ind,verb;inf;pasv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fordrade,fordren,2_11,ADJ;DEF;PL,2_14,N;DEF;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
ådrogo,ådrog,0_15,ADJ;INDF;NOM;PL,0_2,V;ACT;NFIN;COMPOUND,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
högtiden,högtid,1_7,DET;SG,1_1,N;INDF;NOM;SG,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
flyktar,flykten,2_9,V;ACT;IND;PRS,2_14,N;DEF;SG,verb;pres;actv,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
prisat,prisen,2_5,V.CVB;ACT,2_14,N;DEF;SG,verb;supn;actv - adj;pp;nt;sg;ind,n;ut;sg;def - n;ut;sg;def;compound-R - n;nt;pl;def - n;nt;pl;def;compound-R,ERR_SRC_SLOT_ERROR
brukar,bruken,2_9,V;ACT;IND;PRS,2_14,N;DEF;SG,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,n;nt;pl;def - n;nt;pl;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kräva,krävde,0_0,V;ACT;NFIN,0_1,V;ACT;IND;PST,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,verb;past;actv - adj;pp;m;sg;def,ERR_TGT_SLOT_ERROR
kläden,klädd,0_6,ADJ;INDF;MASC+FEM;SG,0_5,V.PTCP;PST,n;nt;pl;ind - n;nt;pl;ind;compound-R,adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,ERR_SRC_SLOT_ERROR
räkne,räkna,2_15,ADJ;DEF;MASC;SG,2_12,V;IMP,verb;inf;actv;cmp;compound-only-L,verb;imp - verb;inf;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vedergällt,vedergälle,0_10,ADJ;INDF;NEUT;SG,0_5,V.PTCP;PST,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
efterföljen,efterföljt,0_6,ADJ;INDF;MASC+FEM;SG,0_10,ADJ;INDF;NEUT;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
fallna,fallet,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,n;nt;sg;def - n;nt;sg;def;compound-R - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,SRC_SLOT_ERROR;TGT_SLOT_ERROR
göres,göras,0_3,V;PASS;IND;PRS,0_11,ADJ;INDF;GEN;PL,verb;pres;pasv,n;nt;sg;ind;gen - n;nt;sg;ind;gen;compound-R - verb;inf;pasv - n;nt;sg;ind;cmp;compound-only-L,TGT_SLOT_ERROR
hädat,hädade,2_5,V.CVB;ACT,2_11,ADJ;DEF;PL,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
inprägla,inpräglade,2_12,V;IMP,2_11,ADJ;DEF;PL,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
ställe,ställde,0_5,V.PTCP;PST,0_1,V;ACT;IND;PST,n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,ERR_SRC_SLOT_ERROR
ordning,ordande,2_0,PRN;SG,2_8,ADJ;PRS,n;ut;sg;ind - n;ut;sg;ind;compound-R,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
upphöja,upphöjen,0_0,V;ACT;NFIN,0_6,ADJ;INDF;MASC+FEM;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
förlåter,förlåtna,0_8,V.CVB,0_0,V;ACT;NFIN,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
ödmjukad,ödmjukat,2_3,PRN,2_5,V.CVB;ACT,adj;pp;ut;sg;ind,verb;supn;actv - adj;pp;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vittnesbörd,vittnesbörden,1_1,N;INDF;NOM;SG,1_7,DET;SG,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,n;nt;pl;def - n;nt;pl;def;compound-R,ERR_TGT_SLOT_ERROR
Samarias,Samaria,2_7,V;PASS;NFIN,2_12,V;IMP,np;cog;gen - np;top;gen - np;cog;gen;compound-R - np;top;gen;compound-R,np;cog - np;top - np;cog;compound-R - np;top;compound-R,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
värmt,värmen,0_10,ADJ;INDF;NEUT;SG,0_6,ADJ;INDF;MASC+FEM;SG,verb;supn;actv - adj;pp;nt;sg;ind,n;un;sg;def - n;ut;sg;def - n;un;sg;def;compound-R - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR
undervisar,undervisad,2_9,V;ACT;IND;PRS,2_3,PRN,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Heled,Helea,0_5,V.PTCP;PST,0_0,V;ACT;NFIN,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
höj,höje,0_2,V;ACT;NFIN;COMPOUND,0_5,V.PTCP;PST,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
stengrund,stengrunden,1_1,N;INDF;NOM;SG,1_7,DET;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
länden,lände,0_6,ADJ;INDF;MASC+FEM;SG,0_5,V.PTCP;PST,n;ut;sg;def - n;ut;sg;def;compound-R,verb;past;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vässa,vässt,0_0,V;ACT;NFIN,0_10,ADJ;INDF;NEUT;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
ställe,ställa,0_5,V.PTCP;PST,0_0,V;ACT;NFIN,n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;inf;actv,ERR_SRC_SLOT_ERROR
jord,jord,1_1,N;INDF;NOM;SG,1_1,N;INDF;NOM;SG,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
upphävt,upphäva,0_10,ADJ;INDF;NEUT;SG,0_0,V;ACT;NFIN,verb;supn;actv - adj;pp;nt;sg;ind,verb;inf;actv,ERR_SRC_SLOT_ERROR
hövas,hövan,0_11,ADJ;INDF;GEN;PL,0_2,V;ACT;NFIN;COMPOUND,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
profetera,profeterar,2_12,V;IMP,2_9,V;ACT;IND;PRS,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
stirrar,stirrade,2_9,V;ACT;IND;PRS,2_11,ADJ;DEF;PL,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
ropas,ropat,2_7,V;PASS;NFIN,2_5,V.CVB;ACT,verb;inf;pasv - verb;pres;pasv,verb;supn;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
inmönstras,inmönstra,2_7,V;PASS;NFIN,2_12,V;IMP,verb;inf;pasv - verb;pres;pasv,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lösa,löst,0_0,V;ACT;NFIN,0_10,ADJ;INDF;NEUT;SG,verb;inf;actv - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,verb;supn;actv - adj;pst;nt;sg;ind - adj;sint;pst;nt;sg;ind - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,MAPPED_POS_PAIR_ERROR
Balaam,Balaams,1_1,N;INDF;NOM;SG,1_2,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
talen,tala,2_14,N;DEF;SG,2_12,V;IMP,n;nt;pl;def,verb;imp - verb;inf;actv,ERR_TGT_SLOT_ERROR
dagades,dag,2_10,V;PASS;IND;PST,2_2,N;INDF;NOM;SG;COMPOUND,verb;past;pasv,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
förbarmare,förbarma,2_1,N;INDF;NOM;PL,2_12,V;IMP,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
upplösa,upplösas,0_0,V;ACT;NFIN,0_11,ADJ;INDF;GEN;PL,verb;inf;actv,verb;inf;pasv,ERR_TGT_SLOT_ERROR
klagosånger,klagosång,0_8,V.CVB,0_2,V;ACT;NFIN;COMPOUND,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sårad,såren,2_3,PRN,2_14,N;DEF;SG,adj;pp;ut;sg;ind,n;nt;pl;def,ERR_SRC_SLOT_ERROR
befattar,befattade,2_9,V;ACT;IND;PRS,2_11,ADJ;DEF;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
försänkas,försänker,0_11,ADJ;INDF;GEN;PL,0_8,V.CVB,verb;inf;pasv,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
noga,nog,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,adv; - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind,adv;,ERR_TGT_SLOT_ERROR
strid,strid,0_2,V;ACT;NFIN;COMPOUND,0_2,V;ACT;NFIN;COMPOUND,verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - adj;sint;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - adj;sint;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,C
säck,säcken,1_1,N;INDF;NOM;SG,1_7,DET;SG,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
avbärga,avbärgad,2_12,V;IMP,2_3,PRN,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vara,varen,0_0,V;ACT;NFIN,0_6,ADJ;INDF;MASC+FEM;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
altaren,altarens,1_7,DET;SG,1_6,N;DEF;GEN;SG,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;pl;ind;gen - n;nt;pl;ind;gen;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hungersnödens,hungersnöden,1_6,N;DEF;GEN;SG,1_7,DET;SG,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
träffar,träffat,2_9,V;ACT;IND;PRS,2_5,V.CVB;ACT,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
laga,lagen,2_12,V;IMP,2_14,N;DEF;SG,verb;imp - verb;inf;actv - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind,n;nt;pl;def - n;ut;sg;def - n;ut;sg;def;compound-R,POS_PAIR_ERROR;TGT_SLOT_ERROR
lända,länder,0_0,V;ACT;NFIN,0_8,V.CVB,verb;inf;actv,verb;pres;actv - n;ut;pl;ind - n;nt;pl;ind - n;ut;pl;ind;compound-R - n;nt;pl;ind;compound-R,TGT_SLOT_ERROR
dagades,dagar,2_10,V;PASS;IND;PST,2_9,V;ACT;IND;PRS,verb;past;pasv,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
nödgade,nödgas,2_11,ADJ;DEF;PL,2_7,V;PASS;NFIN,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;pasv - verb;pres;pasv - verb;inf;pasv - verb;pres;pasv,MAPPED_POS_PAIR_ERROR
stång,stången,2_2,N;INDF;NOM;SG;COMPOUND,2_14,N;DEF;SG,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
förlitande,förlite,2_8,ADJ;PRS,2_15,ADJ;DEF;MASC;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
uppgiva,uppgivas,0_0,V;ACT;NFIN,0_11,ADJ;INDF;GEN;PL,verb;inf;actv,verb;inf;pasv,ERR_TGT_SLOT_ERROR
väter,väta,0_8,V.CVB,0_0,V;ACT;NFIN,verb;pres;actv,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
trollkarlar,trollkarl,1_0,N;INDF;PL,1_1,N;INDF;NOM;SG,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ansätta,ansätt,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,verb;inf;actv,verb;imp - verb;inf;actv;cmp;compound-only-L,C
ståtliga,ståtlig,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;sint;pst;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lada,lade,0_0,V;ACT;NFIN,0_5,V.PTCP;PST,n;ut;sg;ind - n;ut;sg;ind;compound-R,verb;past;actv - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
fästen,fästes,0_6,ADJ;INDF;MASC+FEM;SG,0_3,V;PASS;IND;PRS,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;sg;ind;gen - adj;pp;m;sg;def;gen - n;nt;sg;ind;gen;compound-R - verb;pres;pasv - verb;past;pasv,ERR_SRC_SLOT_ERROR
anklaga,anklagare,2_12,V;IMP,2_1,N;INDF;NOM;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
bevisade,bevisad,2_11,ADJ;DEF;PL,2_3,PRN,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,adj;pp;ut;sg;ind,ERR_TGT_SLOT_ERROR
dagsverken,dagsverke,1_7,DET;SG,1_1,N;INDF;NOM;SG,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;sg;ind - n;nt;sg;ind;compound-R,ERR_SRC_SLOT_ERROR
förvillar,förvilla,2_9,V;ACT;IND;PRS,2_12,V;IMP,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
press,pressa,2_2,N;INDF;NOM;SG;COMPOUND,2_12,V;IMP,n;ut;sg;ind - n;ut;sg;ind;gen - n;ut;sg;ind;compound-R - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;imp - verb;inf;actv,ERR_TGT_SLOT_ERROR
fördelade,fördela,2_11,ADJ;DEF;PL,2_12,V;IMP,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv,ERR_TGT_SLOT_ERROR
Spring,Spring,0_2,V;ACT;NFIN;COMPOUND,0_2,V;ACT;NFIN;COMPOUND,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,C
utsläckes,utsläckte,0_3,V;PASS;IND;PRS,0_1,V;ACT;IND;PST,verb;pres;pasv,verb;past;actv - adj;pp;m;sg;def,ERR_TGT_SLOT_ERROR
förlåt,förlåten,0_2,V;ACT;NFIN;COMPOUND,0_6,ADJ;INDF;MASC+FEM;SG,ij; - verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R - adj;pp;ut;sg;ind,MAPPED_POS_PAIR_ERROR
smädat,smädad,2_5,V.CVB;ACT,2_3,PRN,verb;supn;actv - adj;pp;nt;sg;ind,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
