src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,src apertium tags,tgt apertium tags,annotation
ξέρει,ξέρω,1_10,V;3;SG;IPFV;PRS,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
χώρα,χώραν,0_0,N;ACC;SG,0_5,?,,,TGT_LEXICAL_ERROR
κιθάρες,κιθάρα,0_9,N;NOM;PL,0_0,N;ACC;SG,n;f;pl;nom - n;f;pl;acc,n;f;sg;nom - n;f;sg;acc,C
αὐστηρός,αὐστηρὸν,2_22,ADJ;NOM;SG;MASC,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ταραγμένον,ταραγμένη,0_1,?,0_14,ADJ;NOM;SG;FEM,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὀνομάζει,ὀνομάζεται,1_10,V;3;SG;IPFV;PRS,1_1,ADJ;VOC;PL;FEM;SPRL;AB,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μικρῶν,μικρά,2_24,?,2_14,N;ACC;PL,,,SRC_LEXICAL_ERROR
πίνουν,πίνω,1_5,?,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πρόβατα,πρόβατά,0_0,N;ACC;SG,0_3,?,,,TGT_LEXICAL_ERROR
κακὸν,κακοί,2_4,?,2_6,ADJ;VOC;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὑπηρετήσῃ,ὑπηρετεῖ,2_18,?,2_8,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γνωστοί,γνωστὸν,2_6,ADJ;VOC;PL;MASC,2_4,?,,,TGT_LEXICAL_ERROR
βλέπεις,βλέπομεν,1_6,V;2;SG;IPFV;PRS,1_0,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐθνικοί,ἐθνικοὺς,2_6,ADJ;VOC;PL;MASC,2_15,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
παρασύρῃ,παρασύρουν,1_4,?,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔχετε,ἔχῃ,1_3,V;2;PL;IMP,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γλῶσσά,γλῶσσες,0_3,?,0_9,N;NOM;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἁμαρτωλός,ἁμαρτωλοί,2_22,ADJ;NOM;SG;MASC,2_6,ADJ;VOC;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
εὑρῆκε,εὑρῆκαν,0_12,V;3;SG;PFV;PST,0_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
διερμηνεύῃ,διερμηνεύουν,1_4,?,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐπήγαινε,ἐπήγαινα,0_12,V;3;SG;PFV;PST,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἰδίαν,ἰδῇ,2_23,?,2_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔπεσαν,ἔπεσε,0_5,?,0_12,V;3;SG;PFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
παραγγέλλω,παραγγέλλει,1_8,V;1;SG;IPFV;PRS,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἕλληνα,ἕλλην,0_0,N;ACC;SG,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
φέρει,φέρομεν,1_10,V;3;SG;IPFV;PRS,1_0,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἄξιος,ἄξιον,0_2,N;NOM;SG,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἄφεσιν,ἄφεσις,0_1,?,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πονηρόν,πονηροὺς,2_13,ADJ;NOM;SG;NEUT,2_15,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
οὐρανόν,οὐρανοὺς,2_13,ADJ;NOM;SG;NEUT,2_15,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ποταμοῦ,ποταμόν,2_17,?,2_13,ADJ;NOM;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀποβολῆς,ἀποβολὴ,2_5,?,2_20,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πράγματα,πράγματι,0_0,N;ACC;SG,0_6,N;VOC;PL,,,SRC_LEXICAL_ERROR
προσευχή,προσευχήν,2_0,N;VOC;SG,2_10,?,,,TGT_LEXICAL_ERROR
λογική,λογικοῦ,2_0,N;VOC;SG,2_17,?,,,TGT_LEXICAL_ERROR
ἐδοκίμασαν,ἐδοκίμασες,0_5,?,0_9,N;NOM;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μισθοῦ,μισθὸς,2_17,?,2_21,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
φυσικὸς,φυσικόν,2_21,?,2_13,ADJ;NOM;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γνήσιον,γνήσιο,0_1,?,0_10,ADJ;VOC;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὑποφέρει,ὑποφέρουν,1_10,V;3;SG;IPFV;PRS,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔφεραν,ἔφερε,0_5,?,0_12,V;3;SG;PFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
διδασκαλίαν,διδασκαλίας,2_23,?,2_11,V;2;PL;IPFV;PST,,,SRC_LEXICAL_ERROR
θέλῃς,θέλω,1_2,?,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR
συμμετέχετε,συμμετέχει,1_3,V;2;PL;IMP,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πόσο,πόσον,0_10,ADJ;VOC;SG;NEUT,0_1,?,,,TGT_LEXICAL_ERROR
ἀνοχὴν,ἀνοχήν,2_12,?,2_10,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δοξολογήσῃ,δοξολογοῦν,2_18,?,2_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
λίγος,λίγον,0_2,N;NOM;SG,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὄνομά,ὄνομα,0_3,?,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βραδύνω,βραδύνει,1_8,V;1;SG;IPFV;PRS,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γίνῃς,γίνῃ,1_2,?,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὅσες,ὅσα,0_9,N;NOM;PL,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐβασίλευσαν,ἐβασίλευσες,0_5,?,0_9,N;NOM;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔθιμον,ἔθιμα,0_1,?,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κατεδίωξα,κατεδίωξαν,0_0,N;ACC;SG,0_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
σκληροκαρδίαν,σκληροκαρδίας,0_1,?,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
παιδαγωγοὺς,παιδαγωγεῖ,2_15,?,2_8,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
καταδικάζετε,καταδικάζει,1_3,V;2;PL;IMP,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
τελευταίαν,τελευταία,0_5,?,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κάψουν,κάψῃ,1_5,?,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μεγάλον,μεγάλα,0_1,?,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR
περιτομὴν,περιτομή,2_12,?,2_0,N;VOC;SG,,,SRC_LEXICAL_ERROR
καλῶν,καλός,2_24,?,2_22,ADJ;NOM;SG;MASC,,,SRC_LEXICAL_ERROR
θελήσουν,θελήσῃ,1_5,?,1_4,?,,,TGT_LEXICAL_ERROR
ἀγαθὴ,ἀγαθή,2_20,?,2_0,N;VOC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
χρυσῶν,χρυσοῦ,2_24,?,2_17,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἰωσῆς,ἰωσίας,2_5,?,2_11,V;2;PL;IPFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μακεδονίας,μακεδονία,0_11,N;GEN;SG,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
υἱόν,υἱὸς,2_13,ADJ;NOM;SG;NEUT,2_21,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κυρία,κυρίαν,0_0,N;ACC;SG,0_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐλέγχῃς,ἐλέγχετε,1_2,?,1_3,V;2;PL;IMP,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἑτοιμάσω,ἑτοιμάσῃ,1_8,V;1;SG;IPFV;PRS,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀλείψῃ,ἀλείψῃς,1_4,?,1_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πραγματικὴ,πραγματικὰ,2_20,?,2_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔτρεχε,ἔτρεχαν,0_12,V;3;SG;PFV;PST,0_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἰουδαϊκὸν,ἰουδαϊκὸς,2_4,?,2_21,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐκλεκτὸς,ἐκλεκτοὺς,2_21,?,2_15,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὑπηρετῶν,ὑπηρετοῦν,2_24,?,2_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
φορά,φορεῖ,2_14,N;ACC;PL,2_8,?,,,TGT_LEXICAL_ERROR
πιστὸν,πιστὴ,2_4,?,2_20,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
σοφοὶ,σοφοὺς,2_19,?,2_15,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πεθάνετε,πεθάνει,1_3,V;2;PL;IMP,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πιστοὶ,πιστὸν,2_19,?,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γνήσιο,γνήσιος,0_10,ADJ;VOC;SG;NEUT,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θυσίας,θυσίες,0_11,N;GEN;SG,0_9,N;NOM;PL,n;f;sg;gen,n;f;pl;nom - n;f;pl;acc - n;f;pl;voc,C
ἐφύλαξε,ἐφύλαξες,0_12,V;3;SG;PFV;PST,0_9,N;NOM;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
οὐρανοὶ,οὐρανὸν,2_19,?,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μπορέσουν,μπορέσῃς,1_5,?,1_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θεοί,θεῶν,2_6,ADJ;VOC;PL;MASC,2_24,?,,,TGT_LEXICAL_ERROR
πιστέψωμεν,πιστέψω,1_7,?,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR
ἑτοιμάσωμεν,ἑτοιμάσῃς,1_7,?,1_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πιστεύει,πιστεύετε,1_10,V;3;SG;IPFV;PRS,1_3,V;2;PL;IMP,verb;pri;p3;sg - verb;pri;p3;sg,verb;pri;p2;pl - verb;pri;p2;pl,C
ὑποταχθῇ,ὑποταχθῆτε,2_2,?,2_9,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
οἰκοδομήν,οἰκοδομεῖ,2_10,?,2_8,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
περιτομὴ,περιτομῆς,2_20,?,2_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μερικοὺς,μερικὴν,2_15,?,2_12,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐμίσησαν,ἐμίσησες,0_5,?,0_9,N;NOM;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
διαφορετικὸν,διαφορετικὴν,2_4,?,2_12,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
φάγουν,φάγωμεν,1_5,?,1_7,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
φθάσουν,φθάσει,1_5,?,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
σωθῇ,σωθῆτε,2_2,?,2_9,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γεμίζουν,γεμίζει,1_5,?,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μέλη,μέλι,0_14,ADJ;NOM;SG;FEM,0_6,N;VOC;PL,n;nt;pl;nom - n;nt;pl;acc - n;nt;pl;voc,n;nt;sg;nom - n;nt;sg;acc - n;nt;sg;voc,PARADIGM_ERROR
δεκάτη,δεκάτην,0_0,N;ACC;SG,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μπορῆτε,μπορῇ,2_9,?,2_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γνωστὸς,γνωστῶν,2_21,?,2_24,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐπιτρέπεται,ἐπιτρέπει,1_1,ADJ;VOC;PL;FEM;SPRL;AB,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κληρονομίας,κληρονομοῦν,2_11,V;2;PL;IPFV;PST,2_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πόσες,πόσος,0_9,N;NOM;PL,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
στενὴ,στενοὺς,2_20,?,2_15,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐφαρμόζεται,ἐφαρμόζουν,1_1,ADJ;VOC;PL;FEM;SPRL;AB,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀνόητε,ἀνόητα,0_12,V;3;SG;PFV;PST,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ταπεινὸς,ταπεινὴν,2_21,?,2_12,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δοξάζουν,δοξάζεται,1_5,?,1_1,ADJ;VOC;PL;FEM;SPRL;AB,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βλέπετε,βλέπωμεν,1_3,V;2;PL;IMP,1_7,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
σημερινῆς,σημερινὴν,2_5,?,2_12,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὀλίγες,ὀλίγου,0_9,N;NOM;PL,0_15,ADJ;GEN;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὁμολογήσῃ,ὁμολογῶ,2_18,?,2_7,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κυττάζει,κυττάζουν,1_10,V;3;SG;IPFV;PRS,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θεοῦ,θεόν,2_17,?,2_13,ADJ;NOM;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀδύνατη,ἀδύνατοι,0_14,ADJ;NOM;SG;FEM,0_13,ADJ;NOM;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βοηθήσῃ,βοηθὸν,2_18,?,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βοσκοί,βοσκόν,2_6,ADJ;VOC;PL;MASC,2_13,ADJ;NOM;SG;NEUT,,,TGT_LEXICAL_ERROR
πόσους,πόσο,0_7,ADJ;ACC;PL;MASC,0_10,ADJ;VOC;SG;NEUT,,,SRC_LEXICAL_ERROR
γνωστῶν,γνωστὰ,2_24,?,2_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐξορκίζω,ἐξορκίζῃς,1_8,V;1;SG;IPFV;PRS,1_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βωβὸς,βωβὸν,2_21,?,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βάζει,βάζῃ,1_10,V;3;SG;IPFV;PRS,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μπορῶ,μποροῦν,2_7,?,2_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κέρατα,κέρατά,0_0,N;ACC;SG,0_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
καμωμένην,καμωμένη,0_1,?,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κάνω,κάνῃ,1_8,V;1;SG;IPFV;PRS,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὅλος,ὅλη,0_2,N;NOM;SG,0_14,ADJ;NOM;SG;FEM,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δοξάζετε,δοξάζεται,1_3,V;2;PL;IMP,1_1,ADJ;VOC;PL;FEM;SPRL;AB,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δράκος,δράκον,0_2,N;NOM;SG,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔλθουν,ἔλθω,1_5,?,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δυνατὸς,δυνατοὺς,2_21,?,2_15,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
νεωτέρου,νεωτέρους,0_15,ADJ;GEN;SG;NEUT,0_7,ADJ;ACC;PL;MASC,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θέλῃ,θέλων,1_4,?,1_9,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δαμασκὸν,δαμασκόν,2_4,?,2_13,ADJ;NOM;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
παρηγορίας,παρηγορήσῃ,2_11,V;2;PL;IPFV;PST,2_18,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
παρθένοι,παρθένος,0_6,N;VOC;PL,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δείξουν,δείξω,1_5,?,1_8,V;1;SG;IPFV;PRS,verb;inf;p3;pl - verb;inf;p3;pl,verb;inf;p1;sg - verb;inf;p1;sg,C
πνευματικός,πνευματικὴν,2_22,ADJ;NOM;SG;MASC,2_12,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
λευκόν,λευκά,2_13,ADJ;NOM;SG;NEUT,2_14,N;ACC;PL,,,SRC_LEXICAL_ERROR
εἰρηνική,εἰρηνικὸν,2_0,N;VOC;SG,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πτωχός,πτωχὰ,2_22,ADJ;NOM;SG;MASC,2_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐκτελέσω,ἐκτελέσωμεν,1_8,V;1;SG;IPFV;PRS,1_7,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
προσκάλεσα,προσκάλεσε,0_0,N;ACC;SG,0_12,V;3;SG;PFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀγανάκτησα,ἀγανάκτησε,0_0,N;ACC;SG,0_12,V;3;SG;PFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
παρεκάλεσε,παρεκάλεσες,0_12,V;3;SG;PFV;PST,0_9,N;NOM;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πιστεύω,πιστεύετε,1_8,V;1;SG;IPFV;PRS,1_3,V;2;PL;IMP,verb;pri;p1;sg - verb;pri;p1;sg,verb;pri;p2;pl - verb;pri;p2;pl,C
ἀδελφοῦ,ἀδελφὸν,2_17,?,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
βγῆτε,βγῇ,2_9,?,2_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
μετέχῃ,μετέχομεν,1_4,?,1_0,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἄλλον,ἄλλου,0_1,?,0_15,ADJ;GEN;SG;NEUT,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀνατολὴν,ἀνατολήν,2_12,?,2_10,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θεωρήσῃ,θεωρῇ,2_18,?,2_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐγνώρισαν,ἐγνώρισες,0_5,?,0_9,N;NOM;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐπιδιώκῃ,ἐπιδιώκω,1_4,?,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γραφὴ,γραφῆ,2_20,?,2_16,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δίνει,δίνομεν,1_10,V;3;SG;IPFV;PRS,1_0,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
φυλακῆς,φυλακῇ,2_5,?,2_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐλευθέρους,ἐλευθέρων,0_7,ADJ;ACC;PL;MASC,0_8,N;GEN;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐπίγειος,ἐπίγεια,0_2,N;NOM;SG,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πόσο,πόσα,0_10,ADJ;VOC;SG;NEUT,0_0,N;ACC;SG,,,TGT_LEXICAL_ERROR
ἐπιστρέψουν,ἐπιστρέψῃ,1_5,?,1_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
αὐτός,αὐτοὺς,2_22,ADJ;NOM;SG;MASC,2_15,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔβαλαν,ἔβαλε,0_5,?,0_12,V;3;SG;PFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πολέμους,πολέμου,0_7,ADJ;ACC;PL;MASC,0_15,ADJ;GEN;SG;NEUT,n;m;pl;acc,n;m;sg;gen,C
κρατήσῃ,κρατοῦν,2_18,?,2_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
γνωρίζει,γνωρίζομεν,1_10,V;3;SG;IPFV;PRS,1_0,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀφήνω,ἀφήνει,1_8,V;1;SG;IPFV;PRS,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
συγχωρῆτε,συγχωρῇ,2_9,?,2_2,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀληθινοῦ,ἀληθινὴν,2_17,?,2_12,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δίνει,δίνουν,1_10,V;3;SG;IPFV;PRS,1_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
εἶχες,εἶχε,0_9,N;NOM;PL,0_12,V;3;SG;PFV;PST,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔχε,ἔχωμεν,1_11,V;2;SG;IMP,1_7,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἀρχήν,ἀρχή,2_10,?,2_0,N;VOC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐμάζεψε,ἐμάζεψαν,0_12,V;3;SG;PFV;PST,0_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἔπεσα,ἔπεσαν,0_0,N;ACC;SG,0_5,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
τυφλοί,τυφλοὶ,2_6,ADJ;VOC;PL;MASC,2_19,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ὀλίγη,ὀλίγον,0_14,ADJ;NOM;SG;FEM,0_1,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
διώχνῃ,διώχνω,1_4,?,1_8,V;1;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
κατηγορίας,κατηγοροῦν,2_11,V;2;PL;IPFV;PST,2_3,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐλπίδα,ἐλπίδος,0_0,N;ACC;SG,0_2,N;NOM;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
σκορπιοὺς,σκορπιοὶ,2_15,?,2_19,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἁμαρτάνῃς,ἁμαρτάνει,1_2,?,1_10,V;3;SG;IPFV;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
θέλων,θέλομεν,1_9,?,1_0,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ξένον,ξένες,0_1,?,0_9,N;NOM;PL,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
υἱός,υἱοῦ,2_22,ADJ;NOM;SG;MASC,2_17,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
πολλοὶ,πολλὴν,2_19,?,2_12,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ζαχαρίας,ζαχαρία,0_11,N;GEN;SG,0_0,N;ACC;SG,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
διάγει,διάγομεν,1_10,V;3;SG;IPFV;PRS,1_0,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐξωτερικὴν,ἐξωτερικὸν,2_12,?,2_4,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ἐπιστολὴν,ἐπιστολὴ,2_12,?,2_20,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
δημιουργοῦν,δημιουργοῦ,2_3,?,2_17,?,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
