src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
laugst,laug,0_12,V;IND;PRS;1;SG,0_14,V;IMP;2;SG,verb;actv;past;p2;sg,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - verb;actv;past;p1;sg - verb;actv;past;p3;sg,ERR_SRC_SLOT_ERROR
syndug,syndugu,1_0,N;INDF;ACC;SG,1_17,N;INDF;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
syrgið,syrgja,0_19,V;IND;PRS;2;PL,0_6,PRN;INDF;ACC;PL,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;inf - verb;actv;pri;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
eilífa,eilífu,1_14,N;INDF;GEN;PL,1_17,N;INDF;GEN;SG,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;gen;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vildir,vilduð,1_4,V;IND;PST;2;SG,1_18,V;IND;PST;2;PL,verb;actv;past;p2;sg - verb;actv;pss;p2;sg,verb;actv;past;p2;pl - verb;actv;pss;p2;pl,ERR_SRC_SLOT_ERROR
brotist,brotið,0_7,V;SBJV;PRS;1;SG,0_19,V;IND;PRS;2;PL,verb;midv;supn,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,ERR_SRC_SLOT_ERROR
hliðar,hlið,1_9,ADJ;NOM;PL,1_0,N;INDF;ACC;SG,n;f;sg;gen;ind - n;f;pl;nom;ind - n;f;pl;acc;ind - n;nt;pl;acc;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - n;nt;sg;nom;ind - n;nt;sg;nom;def - n;nt;sg;acc;ind,SRC_SLOT_ERROR
báðu,báða,1_17,N;INDF;GEN;SG,1_14,N;INDF;GEN;PL,verb;actv;past;p3;pl,prn;ind;m;pl;acc - det;ind;m;pl;acc,ERR_SRC_SLOT_ERROR
fiskinn,fiski,1_5,N;DEF;ACC;SG,1_7,N;INDF;DAT;SG,n;m;sg;acc;ind - n;m;sg;acc;def,n;m;sg;dat;ind - n;m;sg;dat;def,C
helgast,helgið,1_19,V;IND;PRS;3;SG,1_15,V;IMP;2;PL,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
berast,ber,0_11,V;IND;PRS;3;PL,0_14,V;IMP;2;SG,verb;midv;inf - verb;midv;supn - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p3;sg - verb;midv;pri;p3;pl,verb;actv;pri;p1;sg - verb;actv;pri;p3;sg - verb;actv;imp;p2;sg - verb;actv;pri;p1;sg - verb;actv;pri;p3;sg - verb;actv;imp;p2;sg,C
lentu,lent,1_17,N;INDF;GEN;SG,1_0,N;INDF;ACC;SG,verb;actv;past;p3;pl - verb;actv;pss;p3;pl,verb;actv;supn,ERR_SRC_SLOT_ERROR
góðum,góðir,1_2,N;INDF;DAT;PL,1_4,V;IND;PST;2;SG,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,adj;pst;m;pl;nom;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vinir,vinur,1_4,V;IND;PST;2;SG,1_12,V.PTCP;PST;NOM;SG,n;m;pl;nom;ind,n;m;sg;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vegu,vegar,1_17,N;INDF;GEN;SG,1_9,ADJ;NOM;PL,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
snertu,snerist,0_4,V;IND;PST;3;PL,0_7,V;SBJV;PRS;1;SG,,,UNK_SRC_SLOT_ERROR;SRC_LEXICAL_ERROR
bili,bil,0_15,V;SBJV;PRS;3;PL,0_14,V;IMP;2;SG,n;nt;sg;dat;ind,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,ERR_SRC_SLOT_ERROR
lýðum,lýði,1_2,N;INDF;DAT;PL,1_7,N;INDF;DAT;SG,n;m;pl;dat;ind,n;m;pl;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
skipin,skip,1_6,V.PTCP;PST;ACC;PL,1_0,N;INDF;ACC;SG,n;nt;pl;nom;def - n;nt;pl;acc;def,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,ERR_SRC_SLOT_ERROR
staðfastur,staðfasta,1_12,V.PTCP;PST;NOM;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
góðs,góðar,1_13,PRN;INDF;GEN;SG,1_9,ADJ;NOM;PL,adj;pst;m;sg;gen;sta - adj;pst;nt;sg;gen;sta,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
uppfyllt,uppfylla,0_17,V.PTCP;PST;ACC;SG,0_20,V;NFIN,verb;actv;supn - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;inf - verb;actv;pri;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kröftugt,kröftugi,0_17,V.PTCP;PST;ACC;SG,0_15,V;SBJV;PRS;3;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
mæla,mælir,0_20,V;NFIN,0_8,V;SBJV;PRS;2;SG,verb;actv;inf - verb;actv;pri;p3;pl - n;nt;pl;gen;ind - n;m;pl;acc;ind - n;m;pl;gen;ind,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - n;m;sg;nom;ind,C
dragast,drag,1_19,V;IND;PRS;3;SG,1_0,N;INDF;ACC;SG,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;imp;p2;sg,ERR_TGT_SLOT_ERROR
komu,koma,0_10,V;SBJV;PST;3;PL,0_20,V;NFIN,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind - verb;actv;past;p3;pl,verb;actv;inf - n;f;sg;nom;ind - n;f;pl;gen;ind - verb;actv;pri;p3;pl,SRC_SLOT_ERROR
þorp,þorps,1_0,N;INDF;ACC;SG,1_13,PRN;INDF;GEN;SG,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;sg;gen;ind,ERR_TGT_SLOT_ERROR
leitið,leit,1_15,V;IMP;2;PL,1_0,N;INDF;ACC;SG,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - verb;actv;past;p1;sg - verb;actv;past;p3;sg,ERR_SRC_SLOT_ERROR
styrktu,styrk,0_4,V;IND;PST;3;PL,0_14,V;IMP;2;SG,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,n;m;sg;acc;ind - n;m;sg;dat;ind - verb;actv;imp;p2;sg,C
sælda,sæld,1_14,N;INDF;GEN;PL,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
helgu,helgar,1_17,N;INDF;GEN;SG,1_9,ADJ;NOM;PL,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;gen;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,n;f;pl;nom;ind - n;f;pl;acc;ind - adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,ERR_SRC_SLOT_ERROR
þolduð,þoldum,1_18,V;IND;PST;2;PL,1_2,N;INDF;DAT;PL,verb;actv;past;p2;pl,verb;actv;past;p1;pl,ERR_TGT_SLOT_ERROR
þung,þungt,1_0,N;INDF;ACC;SG,1_0,N;INDF;ACC;SG,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adv; - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,ERR_SRC_SLOT_ERROR
skreytið,skreyttu,0_19,V;IND;PRS;2;PL,0_4,V;IND;PST;3;PL,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei - adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;gen;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,ERR_SRC_SLOT_ERROR
blindum,blinda,1_2,N;INDF;DAT;PL,1_14,N;INDF;GEN;PL,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl - adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg - adj;pst;m;pl;acc;sta - adj;pst;f;sg;acc;sta,SRC_SLOT_ERROR;TGT_SLOT_ERROR
halda,haldið,0_20,V;NFIN,0_19,V;IND;PRS;2;PL,verb;actv;inf - n;nt;pl;gen;ind - verb;actv;pri;p3;pl,verb;actv;supn - n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
voni,vonum,1_7,N;INDF;DAT;SG,1_2,N;INDF;DAT;PL,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,ERR_SRC_SLOT_ERROR
komast,komu,0_11,V;IND;PRS;3;PL,0_10,V;SBJV;PST;3;PL,verb;midv;inf - verb;midv;pri;p3;pl,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind - verb;actv;past;p3;pl,TGT_SLOT_ERROR
sýnd,sýnduð,1_0,N;INDF;ACC;SG,1_18,V;IND;PST;2;PL,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;past;p2;pl - verb;actv;pss;p2;pl,ERR_SRC_SLOT_ERROR
höggormar,höggorm,1_9,ADJ;NOM;PL,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
afneita,afneiti,1_14,N;INDF;GEN;PL,1_7,N;INDF;DAT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Engum,Enga,1_2,N;INDF;DAT;PL,1_14,N;INDF;GEN;PL,prn;ind;m;sg;dat - prn;ind;m;pl;dat - prn;ind;f;pl;dat - prn;ind;nt;pl;dat - det;ind;m;sg;dat - det;ind;m;pl;dat - det;ind;f;pl;dat - det;ind;nt;pl;dat,prn;ind;m;pl;acc - prn;ind;f;sg;acc - det;ind;m;pl;acc - det;ind;f;sg;acc,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
skyldum,skyldir,1_2,N;INDF;DAT;PL,1_4,V;IND;PST;2;SG,verb;pss;p1;pl - adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,verb;pss;p2;sg - adj;pst;m;pl;nom;sta,SRC_SLOT_ERROR;TGT_SLOT_ERROR
vænta,væntið,1_14,N;INDF;GEN;PL,1_15,V;IMP;2;PL,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
spákona,spákonu,1_14,N;INDF;GEN;PL,1_17,N;INDF;GEN;SG,n;f;sg;nom;ind,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,ERR_SRC_SLOT_ERROR
óhóf,óhófi,1_0,N;INDF;ACC;SG,1_7,N;INDF;DAT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vatn,vatna,1_0,N;INDF;ACC;SG,1_14,N;INDF;GEN;PL,n;nt;sg;nom;ind - n;nt;sg;acc;ind,n;nt;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Mannssonurinn,Mannssonur,1_16,N;DEF;NOM;SG,1_12,V.PTCP;PST;NOM;SG,np;ant;m;sg;nom - np;ant;m;sg;acc,np;ant;m;sg;nom - np;ant;m;sg;acc,SRC_POS_ERROR TGT_POS_ERROR;TGT_SLOT_ERROR
gjörast,gjöra,0_11,V;IND;PRS;3;PL,0_20,V;NFIN,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;inf - verb;midv;inf - verb;actv;pri;p3;pl,C
fáum,fáir,0_1,V;SBJV;PRS;1;PL,0_8,V;SBJV;PRS;2;SG,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
völl,völlunum,1_0,N;INDF;ACC;SG,1_1,N;DEF;DAT;PL,n;m;sg;acc;ind,n;m;pl;dat;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
dýr,dýri,1_0,N;INDF;ACC;SG,1_7,N;INDF;DAT;SG,adj;pst;m;sg;nom;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;m;sg;nom;vei,ERR_TGT_SLOT_ERROR
læknaði,læknað,1_11,V;SBJV;PST;3;SG,1_8,V.CVB,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
þegja,þegir,0_6,PRN;INDF;ACC;PL,0_8,V;SBJV;PRS;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
visnar,visnað,1_9,ADJ;NOM;PL,1_8,V.CVB,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
afsökunar,afsökun,1_9,ADJ;NOM;PL,1_0,N;INDF;ACC;SG,n;f;sg;gen;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
þeirrar,þeirra,1_9,ADJ;NOM;PL,1_14,N;INDF;GEN;PL,prn;dem;f;sg;gen - det;dem;f;sg;gen,prn;dem;f;pl;gen - prn;dem;m;pl;gen - prn;dem;nt;pl;gen - det;dem;f;pl;gen - det;dem;m;pl;gen - det;dem;nt;pl;gen - prn;p3;nt;pl;gen - prn;p3;f;pl;gen - prn;p3;m;pl;gen,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
gefinn,gefa,1_5,N;DEF;ACC;SG,1_14,N;INDF;GEN;PL,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta - adj;pst;m;sg;nom;sta - adj;pst;m;sg;acc;sta,verb;actv;inf - verb;actv;pri;p3;pl,ERR_TGT_SLOT_ERROR
helga,helgi,1_14,N;INDF;GEN;PL,1_7,N;INDF;DAT;SG,n;f;pl;gen;ind - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind - adj;pst;m;sg;nom;vei,C
vísaði,vísa,1_11,V;SBJV;PST;3;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;SRC_LEXICAL_ERROR
heilu,heilir,1_17,N;INDF;GEN;SG,1_4,V;IND;PST;2;SG,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;m;pl;nom;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vegi,vegið,1_7,N;INDF;DAT;SG,1_15,V;IMP;2;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
fyrsta,fyrsta,1_14,N;INDF;GEN;PL,1_14,N;INDF;GEN;PL,adj;ord;m;sg;acc;vei - adj;ord;m;sg;dat;vei - adj;ord;m;sg;gen;vei - adj;ord;m;pl;acc;sta - adj;ord;f;sg;nom;vei - adj;ord;f;sg;acc;sta - adj;ord;nt;sg;nom;vei - adj;ord;nt;sg;dat;vei - adj;ord;nt;sg;gen;vei,adj;ord;m;sg;acc;vei - adj;ord;m;sg;dat;vei - adj;ord;m;sg;gen;vei - adj;ord;m;pl;acc;sta - adj;ord;f;sg;nom;vei - adj;ord;f;sg;acc;sta - adj;ord;nt;sg;nom;vei - adj;ord;nt;sg;dat;vei - adj;ord;nt;sg;gen;vei,SRC_SLOT_ERROR;TGT_SLOT_ERROR
stór,stór,1_0,N;INDF;ACC;SG,1_0,N;INDF;ACC;SG,adj;pst;m;sg;nom;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;m;sg;nom;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,SRC_SLOT_ERROR;TGT_SLOT_ERROR
hreinsi,hreinsaði,1_7,N;INDF;DAT;SG,1_11,V;SBJV;PST;3;SG,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,ERR_SRC_SLOT_ERROR
boði,boðaði,1_7,N;INDF;DAT;SG,1_11,V;SBJV;PST;3;SG,n;nt;sg;dat;ind - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,MAPPED_POS_PAIR_ERROR
álít,álíta,1_0,N;INDF;ACC;SG,1_14,N;INDF;GEN;PL,verb;actv;pri;p1;sg - verb;actv;imp;p2;sg,verb;actv;inf - verb;actv;pri;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
blindur,blindu,1_12,V.PTCP;PST;NOM;SG,1_17,N;INDF;GEN;SG,adj;pst;m;sg;nom;sta,adj;pst;nt;sg;dat;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
leiðtogum,leiðtogi,1_2,N;INDF;DAT;PL,1_7,N;INDF;DAT;SG,n;m;pl;dat;ind,n;m;sg;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
helgar,helga,1_9,ADJ;NOM;PL,1_14,N;INDF;GEN;PL,n;f;pl;nom;ind - n;f;pl;acc;ind - adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,n;f;pl;gen;ind - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,MAPPED_POS_PAIR_ERROR
feðra,feðra,1_14,N;INDF;GEN;PL,1_14,N;INDF;GEN;PL,n;m;pl;gen;ind,n;m;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
gæti,gæti,0_15,V;SBJV;PRS;3;PL,0_15,V;SBJV;PRS;3;PL,verb;actv;inf - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;inf - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
dauðum,dauðir,1_2,N;INDF;DAT;PL,1_4,V;IND;PST;2;SG,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,adj;pst;m;pl;nom;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
geymir,geyma,0_8,V;SBJV;PRS;2;SG,0_20,V;NFIN,n;m;sg;nom;ind,n;m;pl;acc;ind - n;m;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sjúkur,sjúku,1_12,V.PTCP;PST;NOM;SG,1_17,N;INDF;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
gjörður,gjörðan,1_12,V.PTCP;PST;NOM;SG,1_3,ADJ;ACC;SG,verb;actv;pp;m;sg;nom;sta,verb;actv;pp;m;sg;acc;sta,TGT_SLOT_ERROR
þekkt,þekkist,0_17,V.PTCP;PST;ACC;SG,0_7,V;SBJV;PRS;1;SG,verb;actv;supn - adj;pst;f;sg;nom;sta - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;midv;inf - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,MAPPED_POS_PAIR_ERROR
eins,einum,1_13,PRN;INDF;GEN;SG,1_2,N;INDF;DAT;PL,adv; - num;m;sg;gen - num;nt;sg;gen - adj;pst;m;sg;gen;sta - adj;pst;nt;sg;gen;sta,num;m;sg;dat - adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,SRC_SLOT_ERROR;TGT_SLOT_ERROR
þungir,þungt,1_4,V;IND;PST;2;SG,1_0,N;INDF;ACC;SG,adj;pst;m;pl;nom;sta,adv; - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,ERR_SRC_SLOT_ERROR
