src word,tgt word,src slot,src predicted,tgt slot,tgt predicted,annotation 1,annotation 2,Notes,KEY,
slaving,slave,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
tables,table,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
table,tables,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
trees,tree,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
tree,trees,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
enables,enabled,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
enables,enabling,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
enabled,enables,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
enabled,enabling,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
enabling,enables,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
enabling,enabled,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
,,,,,,,,,,
humbled,humble,1_1,V;PST,1_2,V;NFIN,,,,,
humbled,humbly,1_1,V;PST,1_6,ADJ,,,,,
humble,humbled,1_2,V;NFIN,1_1,V;PST,,,,,
humble,humbly,1_2,V;NFIN,1_6,ADJ,,,,,
humbly,humbled,1_6,ADJ,1_1,V;PST,,,,,
humbly,humble,1_6,ADJ,1_2,V;NFIN,,,,,
,,,,,,,,,,
bright,brighter,1_2,V;NFIN,1_5,N;SG,,,,,
brighter,bright,1_5,N;SG,1_2,V;NFIN,,,,,
,,,,,,,,,,
correct,correcting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
correct,correctly,1_2,V;NFIN,1_4,?,,,,,
correcting,correct,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
correcting,correctly,1_3,V;V.PTCP;PRS,1_4,?,,,,,
correctly,correct,1_4,?,1_2,V;NFIN,,,,,
correctly,correcting,1_4,?,1_3,V;V.PTCP;PRS,,,,,
,,,,,,,,,,
with,wither,1_2,V;NFIN,1_5,N;SG,,,,,
wither,with,1_5,N;SG,1_2,V;NFIN,,,,,
,,,,,,,,,,
abstains,abstain,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
abstain,abstains,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
returns,returned,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
returns,return,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
returns,returning,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
returned,returns,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
returned,return,1_1,V;PST,1_2,V;NFIN,,,,,
returned,returning,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
return,returns,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
return,returned,1_2,V;NFIN,1_1,V;PST,,,,,
return,returning,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
returning,returns,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
returning,returned,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
returning,return,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
experts,expert,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
expert,experts,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
searches,searched,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
searches,search,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
searches,searching,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
searched,searches,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
searched,search,1_1,V;PST,1_2,V;NFIN,,,,,
searched,searching,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
search,searches,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
search,searched,1_2,V;NFIN,1_1,V;PST,,,,,
search,searching,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
searching,searches,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
searching,searched,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
searching,search,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
belongs,belonged,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
belongs,belong,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
belongs,belonging,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
belonged,belongs,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
belonged,belong,1_1,V;PST,1_2,V;NFIN,,,,,
belonged,belonging,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
belong,belongs,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
belong,belonged,1_2,V;NFIN,1_1,V;PST,,,,,
belong,belonging,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
belonging,belongs,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
belonging,belonged,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
belonging,belong,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
tends,tending,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
tends,tender,1_0,V;3;SG;PRS,1_5,N;SG,PARADIGM_ERROR,,,,
tending,tends,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
tending,tender,1_3,V;V.PTCP;PRS,1_5,N;SG,PARADIGM_ERROR,,,,
tender,tends,1_5,N;SG,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
tender,tending,1_5,N;SG,1_3,V;V.PTCP;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
kinds,kind,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
kinds,kindly,1_0,V;3;SG;PRS,1_4,?,,,,,
kind,kinds,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
kind,kindly,1_2,V;NFIN,1_4,?,,,,,
kindly,kinds,1_4,?,1_0,V;3;SG;PRS,,,,,
kindly,kind,1_4,?,1_2,V;NFIN,,,,,
,,,,,,,,,,
hung,hunger,1_2,V;NFIN,1_5,N;SG,PARADIGM_ERROR,,,,
hunger,hung,1_5,N;SG,1_2,V;NFIN,PARADIGM_ERROR,,,,
,,,,,,,,,,
pours,poured,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
pours,pour,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
pours,pouring,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
poured,pours,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
poured,pour,1_1,V;PST,1_2,V;NFIN,,,,,
poured,pouring,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
pour,pours,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
pour,poured,1_2,V;NFIN,1_1,V;PST,,,,,
pour,pouring,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
pouring,pours,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
pouring,poured,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
pouring,pour,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
alarmed,alarm,1_1,V;PST,1_2,V;NFIN,,,,,
alarm,alarmed,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
remains,remained,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
remains,remain,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
remains,remaining,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
remained,remains,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
remained,remain,1_1,V;PST,1_2,V;NFIN,,,,,
remained,remaining,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
remain,remains,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
remain,remained,1_2,V;NFIN,1_1,V;PST,,,,,
remain,remaining,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
remaining,remains,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
remaining,remained,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
remaining,remain,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
robes,robed,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
robes,rob,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR,,,,
robes,robe,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
robed,robes,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
robed,rob,1_1,V;PST,1_2,V;NFIN,PARADIGM_ERROR,,,,
robed,robe,1_1,V;PST,1_2,V;NFIN,,,,,
rob,robes,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
robe,robes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
rob,robed,1_2,V;NFIN,1_1,V;PST,PARADIGM_ERROR,,,,
robe,robed,1_2,V;NFIN,1_1,V;PST,,,,,
rob,robe,1_2,V;NFIN,1_2,V;NFIN,PARADIGM_ERROR,,,,
robe,rob,1_2,V;NFIN,1_2,V;NFIN,PARADIGM_ERROR,,,,
,,,,,,,,,,
loves,loved,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
loves,love,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
loves,loving,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
loves,lover,1_0,V;3;SG;PRS,1_5,N;SG,PARADIGM_ERROR,,,,
loved,loves,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
loved,love,1_1,V;PST,1_2,V;NFIN,,,,,
loved,loving,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
loved,lover,1_1,V;PST,1_5,N;SG,POS_ERROR,,,,
love,loves,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
love,loved,1_2,V;NFIN,1_1,V;PST,,,,,
love,loving,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
love,lover,1_2,V;NFIN,1_5,N;SG,PARADIGM_ERROR,,,,
loving,loves,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
loving,loved,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
loving,love,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
loving,lover,1_3,V;V.PTCP;PRS,1_5,N;SG,POS_ERROR,,,,
lover,loves,1_5,N;SG,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
lover,loved,1_5,N;SG,1_1,V;PST,POS_ERROR,,,,
lover,love,1_5,N;SG,1_2,V;NFIN,PARADIGM_ERROR,,,,
lover,loving,1_5,N;SG,1_3,V;V.PTCP;PRS,POS_ERROR,,,,
,,,,,,,,,,
causes,caused,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
causes,cause,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
causes,causing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
caused,causes,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
caused,cause,1_1,V;PST,1_2,V;NFIN,,,,,
caused,causing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
cause,causes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
cause,caused,1_2,V;NFIN,1_1,V;PST,,,,,
cause,causing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
causing,causes,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
causing,caused,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
causing,cause,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
watched,watch,1_1,V;PST,1_2,V;NFIN,,,,,
watched,watching,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
watch,watched,1_2,V;NFIN,1_1,V;PST,,,,,
watch,watching,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
watching,watched,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
watching,watch,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
hopes,hoped,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
hopes,hope,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
hopes,hoping,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
hoped,hopes,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
hoped,hope,1_1,V;PST,1_2,V;NFIN,,,,,
hoped,hoping,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
hope,hopes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
hope,hoped,1_2,V;NFIN,1_1,V;PST,,,,,
hope,hoping,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
hoping,hopes,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
hoping,hoped,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
hoping,hope,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
merchants,merchant,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
merchant,merchants,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
sighed,sigh,1_1,V;PST,1_2,V;NFIN,,,,,
sigh,sighed,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
foreheads,forehead,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
forehead,foreheads,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
pipes,pipe,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
pipe,pipes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
routed,route,1_1,V;PST,1_2,V;NFIN,,,,,
route,routed,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
orphans,orphaned,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
orphaned,orphans,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
handles,handling,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
handling,handles,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
seeks,seek,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
seeks,seeking,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
seek,seeks,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
seek,seeking,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
seeking,seeks,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
seeking,seek,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
criminals,criminal,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
criminal,criminals,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
secure,securing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
securing,secure,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
acknowledges,acknowledged,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
acknowledges,acknowledge,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
acknowledged,acknowledges,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
acknowledged,acknowledge,1_1,V;PST,1_2,V;NFIN,,,,,
acknowledge,acknowledges,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
acknowledge,acknowledged,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
sleeps,sleep,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
sleeps,sleeping,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
sleeps,sleeper,1_0,V;3;SG;PRS,1_5,N;SG,PARADIGM_ERROR,,,,
sleeps,sleepy,1_0,V;3;SG;PRS,1_6,ADJ,,,,,
sleep,sleeps,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
sleep,sleeping,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
sleep,sleeper,1_2,V;NFIN,1_5,N;SG,PARADIGM_ERROR,,,,
sleep,sleepy,1_2,V;NFIN,1_6,ADJ,,,,,
sleeping,sleeps,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
sleeping,sleep,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
sleeping,sleeper,1_3,V;V.PTCP;PRS,1_5,N;SG,POS_ERROR,,,,
sleeping,sleepy,1_3,V;V.PTCP;PRS,1_6,ADJ,,,,,
sleeper,sleeps,1_5,N;SG,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
sleeper,sleep,1_5,N;SG,1_2,V;NFIN,PARADIGM_ERROR,,,,
sleeper,sleeping,1_5,N;SG,1_3,V;V.PTCP;PRS,POS_ERROR,,,,
sleeper,sleepy,1_5,N;SG,1_6,ADJ,,,,,
sleepy,sleeps,1_6,ADJ,1_0,V;3;SG;PRS,,,,,
sleepy,sleep,1_6,ADJ,1_2,V;NFIN,,,,,
sleepy,sleeping,1_6,ADJ,1_3,V;V.PTCP;PRS,,,,,
sleepy,sleeper,1_6,ADJ,1_5,N;SG,,,,,
,,,,,,,,,,
ancestors,ancestor,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
ancestor,ancestors,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
earthquakes,earthquake,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
earthquake,earthquakes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
trembled,tremble,1_1,V;PST,1_2,V;NFIN,,,,,
trembled,trembling,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
tremble,trembled,1_2,V;NFIN,1_1,V;PST,,,,,
tremble,trembling,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
trembling,trembled,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
trembling,tremble,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
established,establish,1_1,V;PST,1_2,V;NFIN,,,,,
establish,established,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
undergoes,undergo,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
undergoes,undergoing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
undergo,undergoes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
undergo,undergoing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
undergoing,undergoes,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
undergoing,undergo,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
hanged,hang,1_1,V;PST,1_2,V;NFIN,,,,,
hanged,hanging,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
hang,hanged,1_2,V;NFIN,1_1,V;PST,,,,,
hang,hanging,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
hanging,hanged,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
hanging,hang,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
stilled,still,1_1,V;PST,1_2,V;NFIN,,,,,
still,stilled,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
disciplines,disciplined,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
disciplines,discipline,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
disciplined,disciplines,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
disciplined,discipline,1_1,V;PST,1_2,V;NFIN,,,,,
discipline,disciplines,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
discipline,disciplined,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
shrinks,shrink,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
shrink,shrinks,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
orders,ordered,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
orders,order,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
orders,orderly,1_0,V;3;SG;PRS,1_4,?,,,,,
ordered,orders,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
ordered,order,1_1,V;PST,1_2,V;NFIN,,,,,
ordered,orderly,1_1,V;PST,1_4,?,,,,,
order,orders,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
order,ordered,1_2,V;NFIN,1_1,V;PST,,,,,
order,orderly,1_2,V;NFIN,1_4,?,,,,,
orderly,orders,1_4,?,1_0,V;3;SG;PRS,,,,,
orderly,ordered,1_4,?,1_1,V;PST,,,,,
orderly,order,1_4,?,1_2,V;NFIN,,,,,
,,,,,,,,,,
grows,grow,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
grows,growing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
grow,grows,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
grow,growing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
growing,grows,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
growing,grow,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
babbling,babbler,1_3,V;V.PTCP;PRS,1_5,N;SG,POS_ERROR,,,,
babbler,babbling,1_5,N;SG,1_3,V;V.PTCP;PRS,POS_ERROR,,,,
,,,,,,,,,,
harps,harp,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
harp,harps,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
,,,,,,,,,,
bold,boldly,1_2,V;NFIN,1_4,?,,,,,
boldly,bold,1_4,?,1_2,V;NFIN,,,,,
,,,,,,,,,,
the,thing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
thing,the,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
irons,iron,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
iron,irons,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
hears,hear,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
hears,hearing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
hear,hears,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
hear,hearing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
hearing,hears,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
hearing,hear,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
promises,promised,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
promises,promise,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
promised,promises,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
promised,promise,1_1,V;PST,1_2,V;NFIN,,,,,
promise,promises,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
promise,promised,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
defeated,defeat,1_1,V;PST,1_2,V;NFIN,,,,,
defeat,defeated,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
heals,healed,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
heals,healing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
healed,heals,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
healed,healing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
healing,heals,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
healing,healed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
marry,marrying,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
marrying,marry,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
begged,begging,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
begging,begged,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
contended,contend,1_1,V;PST,1_2,V;NFIN,,,,,
contended,contending,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
contend,contended,1_2,V;NFIN,1_1,V;PST,,,,,
contend,contending,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
contending,contended,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
contending,contend,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
waits,waited,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
waits,wait,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
waits,waiting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
waited,waits,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
waited,wait,1_1,V;PST,1_2,V;NFIN,,,,,
waited,waiting,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
wait,waits,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
wait,waited,1_2,V;NFIN,1_1,V;PST,,,,,
wait,waiting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
waiting,waits,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
waiting,waited,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
waiting,wait,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
demanded,demand,1_1,V;PST,1_2,V;NFIN,,,,,
demanded,demanding,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
demand,demanded,1_2,V;NFIN,1_1,V;PST,,,,,
demand,demanding,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
demanding,demanded,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
demanding,demand,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
marks,marked,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
marks,mark,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
marked,marks,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
marked,mark,1_1,V;PST,1_2,V;NFIN,,,,,
mark,marks,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
mark,marked,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
depths,depth,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
depth,depths,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
advocate,advocating,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
advocating,advocate,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
sprouts,sprouted,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
sprouts,sprout,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
sprouted,sprouts,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
sprouted,sprout,1_1,V;PST,1_2,V;NFIN,,,,,
sprout,sprouts,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
sprout,sprouted,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
swindlers,swindler,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
swindler,swindlers,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
wanders,wandered,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
wanders,wander,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
