src word,tgt word,src slot,src predicted,tgt slot,tgt predicted,annotation
discern,discerning,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C
discerning,discerned,1_3,V;V.PTCP;PRS,1_1,V;PST,C
discerning,discern,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C
flowed,flow,1_1,V;PST,1_2,V;NFIN,C
flowed,flowing,1_1,V;PST,1_3,V;V.PTCP;PRS,C
flowed,flower,1_1,V;PST,1_5,N;SG,PARADIGM_ERROR
flow,flowed,1_2,V;NFIN,1_1,V;PST,C
flow,flowing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C
flow,flower,1_2,V;NFIN,1_5,N;SG,PARADIGM_ERROR
flowing,flowed,1_3,V;V.PTCP;PRS,1_1,V;PST,C
flowing,flow,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C
flowing,flower,1_3,V;V.PTCP;PRS,1_5,N;SG,PARADIGM_ERROR
flower,flowed,1_5,N;SG,1_1,V;PST,PARADIGM_ERROR
flower,flow,1_5,N;SG,1_2,V;NFIN,PARADIGM_ERROR
flower,flowing,1_5,N;SG,1_3,V;V.PTCP;PRS,PARADIGM_ERROR
warmed,warm,1_1,V;PST,1_2,V;NFIN,C
warmed,warming,1_1,V;PST,1_3,V;V.PTCP;PRS,C
warmed,warmly,1_1,V;PST,1_4,?,PARADIGM_ERROR
warm,warmed,1_2,V;NFIN,1_1,V;PST,C
warm,warming,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C
warm,warmly,1_2,V;NFIN,1_4,?,PARADIGM_ERROR
warming,warmed,1_3,V;V.PTCP;PRS,1_1,V;PST,C
warming,warm,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C
warming,warmly,1_3,V;V.PTCP;PRS,1_4,?,PARADIGM_ERROR
warmly,warmed,1_4,?,1_1,V;PST,PARADIGM_ERROR
warmly,warm,1_4,?,1_2,V;NFIN,PARADIGM_ERROR
warmly,warming,1_4,?,1_3,V;V.PTCP;PRS,PARADIGM_ERROR
dens,deny,1_0,V;3;SG;PRS,1_6,ADJ,PARADIGM_ERROR
deny,dens,1_6,ADJ,1_0,V;3;SG;PRS,PARADIGM_ERROR
easily,easier,1_4,?,1_5,N;SG,PARADIGM_ERROR
easier,easily,1_5,N;SG,1_4,?,PARADIGM_ERROR
theirs,their,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR
their,theirs,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR
deacons,deacon,1_0,V;3;SG;PRS,1_2,V;NFIN,C
deacon,deacons,1_2,V;NFIN,1_0,V;3;SG;PRS,C
books,book,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR
book,books,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR
accounts,account,1_0,V;3;SG;PRS,1_2,V;NFIN,C
account,accounts,1_2,V;NFIN,1_0,V;3;SG;PRS,C
learned,learn,1_1,V;PST,1_2,V;NFIN,C
learned,learning,1_1,V;PST,1_3,V;V.PTCP;PRS,C
learn,learned,1_2,V;NFIN,1_1,V;PST,C
learn,learning,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C
learning,learned,1_3,V;V.PTCP;PRS,1_1,V;PST,C
learning,learn,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C
drops,drop,1_0,V;3;SG;PRS,1_2,V;NFIN,C
drop,drops,1_2,V;NFIN,1_0,V;3;SG;PRS,C
churches,church,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR
church,churches,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR
keys,key,1_0,V;3;SG;PRS,1_2,V;NFIN,C
key,keys,1_2,V;NFIN,1_0,V;3;SG;PRS,C
sides,sided,1_0,V;3;SG;PRS,1_1,V;PST,C
sides,side,1_0,V;3;SG;PRS,1_2,V;NFIN,C
sided,sides,1_1,V;PST,1_0,V;3;SG;PRS,C
sided,side,1_1,V;PST,1_2,V;NFIN,C
side,sides,1_2,V;NFIN,1_0,V;3;SG;PRS,C
side,sided,1_2,V;NFIN,1_1,V;PST,C
limits,limit,1_0,V;3;SG;PRS,1_2,V;NFIN,C
limit,limits,1_2,V;NFIN,1_0,V;3;SG;PRS,C
administered,administer,1_1,V;PST,1_2,V;NFIN,C
administer,administered,1_2,V;NFIN,1_1,V;PST,C
twins,twin,1_0,V;3;SG;PRS,1_2,V;NFIN,C
twin,twins,1_2,V;NFIN,1_0,V;3;SG;PRS,C
visits,visited,1_0,V;3;SG;PRS,1_1,V;PST,C
visits,visit,1_0,V;3;SG;PRS,1_2,V;NFIN,C
visits,visiting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C
visited,visits,1_1,V;PST,1_0,V;3;SG;PRS,C
visited,visit,1_1,V;PST,1_2,V;NFIN,C
visited,visiting,1_1,V;PST,1_3,V;V.PTCP;PRS,C
visit,visits,1_2,V;NFIN,1_0,V;3;SG;PRS,C
visit,visited,1_2,V;NFIN,1_1,V;PST,C
visit,visiting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C
visiting,visits,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C
visiting,visited,1_3,V;V.PTCP;PRS,1_1,V;PST,C
visiting,visit,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C
yields,yielded,1_0,V;3;SG;PRS,1_1,V;PST,C
yields,yield,1_0,V;3;SG;PRS,1_2,V;NFIN,C
yields,yielding,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C
yielded,yields,1_1,V;PST,1_0,V;3;SG;PRS,C
yielded,yield,1_1,V;PST,1_2,V;NFIN,C
yielded,yielding,1_1,V;PST,1_3,V;V.PTCP;PRS,C
yield,yields,1_2,V;NFIN,1_0,V;3;SG;PRS,C
yield,yielded,1_2,V;NFIN,1_1,V;PST,C
yield,yielding,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C
yielding,yields,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C
yielding,yielded,1_3,V;V.PTCP;PRS,1_1,V;PST,C
yielding,yield,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C
dwells,dwell,1_0,V;3;SG;PRS,1_2,V;NFIN,C
dwells,dwelling,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C
dwell,dwells,1_2,V;NFIN,1_0,V;3;SG;PRS,C
dwell,dwelling,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C
dwelling,dwells,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C
dwelling,dwell,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C
preparations,preparation,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR
preparation,preparations,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR
prevented,prevent,1_1,V;PST,1_2,V;NFIN,C
prevent,prevented,1_2,V;NFIN,1_1,V;PST,C
leads,lead,1_0,V;3;SG;PRS,1_2,V;NFIN,C
leads,leading,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C
leads,leader,1_0,V;3;SG;PRS,1_5,N;SG,POS_ERROR
lead,leads,1_2,V;NFIN,1_0,V;3;SG;PRS,C
lead,leading,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C
lead,leader,1_2,V;NFIN,1_5,N;SG,POS_ERROR
leading,leads,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C
leading,lead,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C
leading,leader,1_3,V;V.PTCP;PRS,1_5,N;SG,POS_ERROR
leader,leads,1_5,N;SG,1_0,V;3;SG;PRS,POS_ERROR
leader,lead,1_5,N;SG,1_2,V;NFIN,POS_ERROR
leader,leading,1_5,N;SG,1_3,V;V.PTCP;PRS,POS_ERROR
drowned,drown,1_1,V;PST,1_2,V;NFIN,C
drown,drowned,1_2,V;NFIN,1_1,V;PST,C
neighbours,neighbour,1_0,V;3;SG;PRS,1_2,V;NFIN,PARADIGM_ERROR
neighbour,neighbours,1_2,V;NFIN,1_0,V;3;SG;PRS,PARADIGM_ERROR
cares,cared,1_0,V;3;SG;PRS,1_1,V;PST,C
cares,care,1_0,V;3;SG;PRS,1_2,V;NFIN,C
cares,caring,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,C
cared,cares,1_1,V;PST,1_0,V;3;SG;PRS,C
cared,care,1_1,V;PST,1_2,V;NFIN,C
cared,caring,1_1,V;PST,1_3,V;V.PTCP;PRS,C
care,cares,1_2,V;NFIN,1_0,V;3;SG;PRS,C
care,cared,1_2,V;NFIN,1_1,V;PST,C
care,caring,1_2,V;NFIN,1_3,V;V.PTCP;PRS,C
caring,cares,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,C
caring,cared,1_3,V;V.PTCP;PRS,1_1,V;PST,C
caring,care,1_3,V;V.PTCP;PRS,1_2,V;NFIN,C
has,hay,1_0,V;3;SG;PRS,1_6,ADJ,PARADIGM_ERROR
hay,has,1_6,ADJ,1_0,V;3;SG;PRS,PARADIGM_ERROR
