src word,tgt word,src slot,tgt slot
glaubten,glaubst,0_11,0_10
glaubten,glauben,0_11,0_0
glaubten,glaubest,0_11,0_2
glaubten,glaubet,0_11,0_9
glaubten,glaubt,0_11,0_6
glaubten,glaubte,0_11,0_4
glaubten,glaubten,0_11,0_11
donnern,donnern,0_0,0_0
donnern,donnert,0_0,0_6
donnern,donnerte,0_0,0_4
donnern,donnerten,0_0,0_11
donnert,donnern,0_6,0_0
donnert,donnert,0_6,0_6
donnert,donnerte,0_6,0_4
donnert,donnerten,0_6,0_11
donnerte,donnern,0_4,0_0
donnerte,donnert,0_4,0_6
donnerte,donnerte,0_4,0_4
donnerte,donnerten,0_4,0_11
donnerten,donnern,0_11,0_0
donnerten,donnert,0_11,0_6
donnerten,donnerte,0_11,0_4
donnerten,donnerten,0_11,0_11
verkürzen,verkürzen,0_0,0_0
verkürzen,verkürzest,0_0,0_2
verkürzen,verkürzt,0_0,0_6
verkürzest,verkürzen,0_2,0_0
verkürzest,verkürzest,0_2,0_2
verkürzest,verkürzt,0_2,0_6
verkürzt,verkürzen,0_6,0_0
verkürzt,verkürzest,0_6,0_2
verkürzt,verkürzt,0_6,0_6
knete,knete,0_3,0_3
knete,kneten,0_3,0_0
kneten,knete,0_0,0_3
kneten,kneten,0_0,0_0
Älteste,Älteste,0_3,0_3
Älteste,Ältesten,0_3,0_0
Ältesten,Älteste,0_0,0_3
Ältesten,Ältesten,0_0,0_0
rüstete,rüstete,0_3,0_3
rüstete,rüsteten,0_3,0_0
rüstete,rüstetet,0_3,0_9
rüsteten,rüstete,0_0,0_3
rüsteten,rüsteten,0_0,0_0
rüsteten,rüstetet,0_0,0_9
rüstetet,rüstete,0_9,0_3
rüstetet,rüsteten,0_9,0_0
rüstetet,rüstetet,0_9,0_9
Beispiel,Beispiel,0_12,0_12
Beispiel,Beispiele,0_12,0_3
Beispiele,Beispiel,0_3,0_12
Beispiele,Beispiele,0_3,0_3
Allmächtige,Allmächtige,0_3,0_3
Allmächtige,Allmächtigen,0_3,0_0
Allmächtigen,Allmächtige,0_0,0_3
Allmächtigen,Allmächtigen,0_0,0_0
stampfe,stampfe,0_3,0_3
stampfe,stampft,0_3,0_6
stampft,stampfe,0_6,0_3
stampft,stampft,0_6,0_6
gäbe,gäbe,0_3,0_3
gäbe,gäbest,0_3,0_2
gäbe,gäben,0_3,0_0
gäbe,gäbet,0_3,0_9
gäbe,gäbst,0_3,0_10
gäbest,gäbe,0_2,0_3
gäbest,gäbest,0_2,0_2
gäbest,gäben,0_2,0_0
gäbest,gäbet,0_2,0_9
gäbest,gäbst,0_2,0_10
gäben,gäbe,0_0,0_3
gäben,gäbest,0_0,0_2
gäben,gäben,0_0,0_0
gäben,gäbet,0_0,0_9
gäben,gäbst,0_0,0_10
gäbet,gäbe,0_9,0_3
gäbet,gäbest,0_9,0_2
gäbet,gäben,0_9,0_0
gäbet,gäbet,0_9,0_9
gäbet,gäbst,0_9,0_10
gäbst,gäbe,0_10,0_3
gäbst,gäbest,0_10,0_2
gäbst,gäben,0_10,0_0
gäbst,gäbet,0_10,0_9
gäbst,gäbst,0_10,0_10
erhob,erhob,0_12,0_12
erhob,erhoben,0_12,0_0
erhoben,erhob,0_0,0_12
erhoben,erhoben,0_0,0_0
erbauen,erbauen,0_0,0_0
erbauen,erbaut,0_0,0_6
erbauen,erbaust,0_0,0_10
erbauen,erbauet,0_0,0_9
erbaut,erbauen,0_6,0_0
erbaut,erbaut,0_6,0_6
erbaut,erbaust,0_6,0_10
erbaut,erbauet,0_6,0_9
erbaust,erbauen,0_10,0_0
erbaust,erbaut,0_10,0_6
erbaust,erbaust,0_10,0_10
erbaust,erbauet,0_10,0_9
erbauet,erbauen,0_9,0_0
erbauet,erbaut,0_9,0_6
erbauet,erbaust,0_9,0_10
erbauet,erbauet,0_9,0_9
Gnade,Gnade,0_3,0_3
Gnade,Gnaden,0_3,0_0
Gnaden,Gnade,0_0,0_3
Gnaden,Gnaden,0_0,0_0
erschrick,erschrick,0_12,0_12
erschrick,erschrickst,0_12,0_10
erschrick,erschrickt,0_12,0_6
erschrickst,erschrick,0_10,0_12
erschrickst,erschrickst,0_10,0_10
erschrickst,erschrickt,0_10,0_6
erschrickt,erschrick,0_6,0_12
erschrickt,erschrickst,0_6,0_10
erschrickt,erschrickt,0_6,0_6
recke,recke,0_3,0_3
recke,reckt,0_3,0_6
recke,reckte,0_3,0_4
reckt,recke,0_6,0_3
reckt,reckt,0_6,0_6
reckt,reckte,0_6,0_4
reckte,recke,0_4,0_3
reckte,reckt,0_4,0_6
reckte,reckte,0_4,0_4
War,War,0_12,0_12
War,Ware,0_12,0_3
War,Waren,0_12,0_0
War,Warte,0_12,0_4
War,Warten,0_12,0_11
Ware,War,0_3,0_12
Ware,Ware,0_3,0_3
Ware,Waren,0_3,0_0
Ware,Warte,0_3,0_4
Ware,Warten,0_3,0_11
Waren,War,0_0,0_12
Waren,Ware,0_0,0_3
Waren,Waren,0_0,0_0
Waren,Warte,0_0,0_4
Waren,Warten,0_0,0_11
Warte,War,0_4,0_12
Warte,Ware,0_4,0_3
Warte,Waren,0_4,0_0
Warte,Warte,0_4,0_4
Warte,Warten,0_4,0_11
Warten,War,0_11,0_12
Warten,Ware,0_11,0_3
Warten,Waren,0_11,0_0
Warten,Warte,0_11,0_4
Warten,Warten,0_11,0_11
Ihr,Ihr,0_12,0_12
Ihr,Ihre,0_12,0_3
Ihr,Ihrer,0_12,0_5
Ihr,Ihren,0_12,0_0
Ihre,Ihr,0_3,0_12
Ihre,Ihre,0_3,0_3
Ihre,Ihrer,0_3,0_5
Ihre,Ihren,0_3,0_0
Ihrer,Ihr,0_5,0_12
Ihrer,Ihre,0_5,0_3
Ihrer,Ihrer,0_5,0_5
Ihrer,Ihren,0_5,0_0
Ihren,Ihr,0_0,0_12
Ihren,Ihre,0_0,0_3
Ihren,Ihrer,0_0,0_5
Ihren,Ihren,0_0,0_0
rief,rief,0_12,0_12
rief,riefen,0_12,0_0
rief,riefst,0_12,0_10
riefen,rief,0_0,0_12
riefen,riefen,0_0,0_0
riefen,riefst,0_0,0_10
riefst,rief,0_10,0_12
riefst,riefen,0_10,0_0
riefst,riefst,0_10,0_10
Bund,Bund,0_12,0_12
Bund,Bunde,0_12,0_3
Bund,Bundes,0_12,0_8
Bunde,Bund,0_3,0_12
Bunde,Bunde,0_3,0_3
Bunde,Bundes,0_3,0_8
Bundes,Bund,0_8,0_12
Bundes,Bunde,0_8,0_3
Bundes,Bundes,0_8,0_8
feindselige,feindselige,0_3,0_3
feindselige,feindseliges,0_3,0_8
feindselige,feindseligen,0_3,0_0
feindseliges,feindselige,0_8,0_3
feindseliges,feindseliges,0_8,0_8
feindseliges,feindseligen,0_8,0_0
feindseligen,feindselige,0_0,0_3
feindseligen,feindseliges,0_0,0_8
feindseligen,feindseligen,0_0,0_0
kehre,kehre,0_3,0_3
kehre,kehren,0_3,0_0
kehre,kehret,0_3,0_9
kehre,kehrt,0_3,0_6
kehre,kehrte,0_3,0_4
kehre,kehrten,0_3,0_11
kehre,kehrst,0_3,0_10
kehren,kehre,0_0,0_3
kehren,kehren,0_0,0_0
kehren,kehret,0_0,0_9
kehren,kehrt,0_0,0_6
kehren,kehrte,0_0,0_4
kehren,kehrten,0_0,0_11
kehren,kehrst,0_0,0_10
kehret,kehre,0_9,0_3
kehret,kehren,0_9,0_0
kehret,kehret,0_9,0_9
kehret,kehrt,0_9,0_6
kehret,kehrte,0_9,0_4
kehret,kehrten,0_9,0_11
kehret,kehrst,0_9,0_10
kehrt,kehre,0_6,0_3
kehrt,kehren,0_6,0_0
kehrt,kehret,0_6,0_9
kehrt,kehrt,0_6,0_6
kehrt,kehrte,0_6,0_4
kehrt,kehrten,0_6,0_11
kehrt,kehrst,0_6,0_10
kehrte,kehre,0_4,0_3
kehrte,kehren,0_4,0_0
kehrte,kehret,0_4,0_9
kehrte,kehrt,0_4,0_6
kehrte,kehrte,0_4,0_4
kehrte,kehrten,0_4,0_11
kehrte,kehrst,0_4,0_10
kehrten,kehre,0_11,0_3
kehrten,kehren,0_11,0_0
kehrten,kehret,0_11,0_9
kehrten,kehrt,0_11,0_6
kehrten,kehrte,0_11,0_4
kehrten,kehrten,0_11,0_11
kehrten,kehrst,0_11,0_10
kehrst,kehre,0_10,0_3
kehrst,kehren,0_10,0_0
kehrst,kehret,0_10,0_9
kehrst,kehrt,0_10,0_6
kehrst,kehrte,0_10,0_4
kehrst,kehrten,0_10,0_11
kehrst,kehrst,0_10,0_10
Wir,Wir,0_12,0_12
Wir,Wirt,0_12,0_6
Wir,Wirte,0_12,0_4
Wir,Wirst,0_12,0_10
Wirt,Wir,0_6,0_12
Wirt,Wirt,0_6,0_6
Wirt,Wirte,0_6,0_4
Wirt,Wirst,0_6,0_10
Wirte,Wir,0_4,0_12
Wirte,Wirt,0_4,0_6
Wirte,Wirte,0_4,0_4
Wirte,Wirst,0_4,0_10
Wirst,Wir,0_10,0_12
Wirst,Wirt,0_10,0_6
Wirst,Wirte,0_10,0_4
Wirst,Wirst,0_10,0_10
befehle,befehle,0_3,0_3
befehle,befehlt,0_3,0_6
befehle,befehlen,0_3,0_0
befehlt,befehle,0_6,0_3
befehlt,befehlt,0_6,0_6
befehlt,befehlen,0_6,0_0
befehlen,befehle,0_0,0_3
befehlen,befehlt,0_0,0_6
befehlen,befehlen,0_0,0_0
hing,hing,0_12,0_12
hing,hingen,0_12,0_0
hingen,hing,0_0,0_12
hingen,hingen,0_0,0_0
Brot,Brot,0_12,0_12
Brot,Brote,0_12,0_3
Brot,Brotes,0_12,0_8
Brot,Broten,0_12,0_0
Brot,Brots,0_12,0_1
Brote,Brot,0_3,0_12
Brote,Brote,0_3,0_3
Brote,Brotes,0_3,0_8
Brote,Broten,0_3,0_0
Brote,Brots,0_3,0_1
Brotes,Brot,0_8,0_12
Brotes,Brote,0_8,0_3
Brotes,Brotes,0_8,0_8
Brotes,Broten,0_8,0_0
Brotes,Brots,0_8,0_1
Broten,Brot,0_0,0_12
Broten,Brote,0_0,0_3
Broten,Brotes,0_0,0_8
Broten,Broten,0_0,0_0
Broten,Brots,0_0,0_1
Brots,Brot,0_1,0_12
Brots,Brote,0_1,0_3
Brots,Brotes,0_1,0_8
Brots,Broten,0_1,0_0
Brots,Brots,0_1,0_1
herabfließen,herabfließen,0_0,0_0
herabfließen,herabfließt,0_0,0_6
herabfließt,herabfließen,0_6,0_0
herabfließt,herabfließt,0_6,0_6
Vertriebene,Vertriebene,0_3,0_3
Vertriebene,Vertriebenen,0_3,0_0
Vertriebenen,Vertriebene,0_0,0_3
Vertriebenen,Vertriebenen,0_0,0_0
Äxte,Äxte,0_3,0_3
Äxte,Äxten,0_3,0_0
Äxten,Äxte,0_0,0_3
Äxten,Äxten,0_0,0_0
eitle,eitle,0_3,0_3
eitle,eitlen,0_3,0_0
eitle,eitler,0_3,0_5
eitlen,eitle,0_0,0_3
eitlen,eitlen,0_0,0_0
eitlen,eitler,0_0,0_5
eitler,eitle,0_5,0_3
eitler,eitlen,0_5,0_0
eitler,eitler,0_5,0_5
Gichtbrüchige,Gichtbrüchige,0_3,0_3
Gichtbrüchige,Gichtbrüchigen,0_3,0_0
Gichtbrüchigen,Gichtbrüchige,0_0,0_3
Gichtbrüchigen,Gichtbrüchigen,0_0,0_0
behüte,behüte,0_3,0_3
behüte,behüten,0_3,0_0
behüte,behütet,0_3,0_9
behüte,behütest,0_3,0_2
behüten,behüte,0_0,0_3
behüten,behüten,0_0,0_0
behüten,behütet,0_0,0_9
behüten,behütest,0_0,0_2
behütet,behüte,0_9,0_3
behütet,behüten,0_9,0_0
behütet,behütet,0_9,0_9
behütet,behütest,0_9,0_2
behütest,behüte,0_2,0_3
behütest,behüten,0_2,0_0
behütest,behütet,0_2,0_9
behütest,behütest,0_2,0_2
wasserreich,wasserreich,0_12,0_12
wasserreich,wasserreicher,0_12,0_5
wasserreicher,wasserreich,0_5,0_12
wasserreicher,wasserreicher,0_5,0_5
Sitz,Sitz,0_12,0_12
Sitz,Sitzt,0_12,0_6
Sitzt,Sitz,0_6,0_12
Sitzt,Sitzt,0_6,0_6
Wette,Wette,0_3,0_3
Wette,Wetter,0_3,0_5
Wetter,Wette,0_5,0_3
Wetter,Wetter,0_5,0_5
streite,streite,0_3,0_3
streite,streitet,0_3,0_9
streite,streiten,0_3,0_0
streite,streitest,0_3,0_2
streitet,streite,0_9,0_3
streitet,streitet,0_9,0_9
streitet,streiten,0_9,0_0
streitet,streitest,0_9,0_2
streiten,streite,0_0,0_3
streiten,streitet,0_0,0_9
streiten,streiten,0_0,0_0
streiten,streitest,0_0,0_2
streitest,streite,0_2,0_3
streitest,streitet,0_2,0_9
streitest,streiten,0_2,0_0
streitest,streitest,0_2,0_2
Schwänze,Schwänze,0_3,0_3
Schwänze,Schwänzen,0_3,0_0
Schwänzen,Schwänze,0_0,0_3
Schwänzen,Schwänzen,0_0,0_0
zieh,zieh,0_12,0_12
zieh,ziehe,0_12,0_3
zieh,ziehen,0_12,0_0
zieh,ziehet,0_12,0_9
zieh,ziehest,0_12,0_2
zieh,zieht,0_12,0_6
zieh,ziehst,0_12,0_10
ziehe,zieh,0_3,0_12
ziehe,ziehe,0_3,0_3
ziehe,ziehen,0_3,0_0
ziehe,ziehet,0_3,0_9
ziehe,ziehest,0_3,0_2
ziehe,zieht,0_3,0_6
ziehe,ziehst,0_3,0_10
ziehen,zieh,0_0,0_12
ziehen,ziehe,0_0,0_3
ziehen,ziehen,0_0,0_0
ziehen,ziehet,0_0,0_9
ziehen,ziehest,0_0,0_2
ziehen,zieht,0_0,0_6
ziehen,ziehst,0_0,0_10
ziehet,zieh,0_9,0_12
ziehet,ziehe,0_9,0_3
ziehet,ziehen,0_9,0_0
ziehet,ziehet,0_9,0_9
ziehet,ziehest,0_9,0_2
ziehet,zieht,0_9,0_6
ziehet,ziehst,0_9,0_10
ziehest,zieh,0_2,0_12
ziehest,ziehe,0_2,0_3
ziehest,ziehen,0_2,0_0
ziehest,ziehet,0_2,0_9
ziehest,ziehest,0_2,0_2
ziehest,zieht,0_2,0_6
ziehest,ziehst,0_2,0_10
zieht,zieh,0_6,0_12
zieht,ziehe,0_6,0_3
zieht,ziehen,0_6,0_0
zieht,ziehet,0_6,0_9
zieht,ziehest,0_6,0_2
zieht,zieht,0_6,0_6
zieht,ziehst,0_6,0_10
ziehst,zieh,0_10,0_12
ziehst,ziehe,0_10,0_3
ziehst,ziehen,0_10,0_0
ziehst,ziehet,0_10,0_9
ziehst,ziehest,0_10,0_2
ziehst,zieht,0_10,0_6
ziehst,ziehst,0_10,0_10
erkaufen,erkaufen,0_0,0_0
erkaufen,erkauft,0_0,0_6
erkauft,erkaufen,0_6,0_0
erkauft,erkauft,0_6,0_6
ordne,ordne,0_3,0_3
ordne,ordnet,0_3,0_9
ordne,ordnen,0_3,0_0
ordnet,ordne,0_9,0_3
ordnet,ordnet,0_9,0_9
ordnet,ordnen,0_9,0_0
ordnen,ordne,0_0,0_3
ordnen,ordnet,0_0,0_9
ordnen,ordnen,0_0,0_0
Hebt,Hebt,0_6,0_6
Hebt,Hebe,0_6,0_3
Hebt,Hebet,0_6,0_9
Hebt,Heben,0_6,0_0
Hebt,Heber,0_6,0_5
Hebe,Hebt,0_3,0_6
Hebe,Hebe,0_3,0_3
Hebe,Hebet,0_3,0_9
Hebe,Heben,0_3,0_0
Hebe,Heber,0_3,0_5
Hebet,Hebt,0_9,0_6
Hebet,Hebe,0_9,0_3
Hebet,Hebet,0_9,0_9
Hebet,Heben,0_9,0_0
Hebet,Heber,0_9,0_5
Heben,Hebt,0_0,0_6
Heben,Hebe,0_0,0_3
Heben,Hebet,0_0,0_9
Heben,Heben,0_0,0_0
Heben,Heber,0_0,0_5
Heber,Hebt,0_5,0_6
Heber,Hebe,0_5,0_3
Heber,Hebet,0_5,0_9
Heber,Heben,0_5,0_0
Heber,Heber,0_5,0_5
jage,jage,0_3,0_3
jage,jagt,0_3,0_6
jage,jagte,0_3,0_4
jage,jagten,0_3,0_11
jage,jaget,0_3,0_9
jage,jagen,0_3,0_0
jage,jagst,0_3,0_10
jagt,jage,0_6,0_3
jagt,jagt,0_6,0_6
jagt,jagte,0_6,0_4
jagt,jagten,0_6,0_11
jagt,jaget,0_6,0_9
jagt,jagen,0_6,0_0
jagt,jagst,0_6,0_10
jagte,jage,0_4,0_3
jagte,jagt,0_4,0_6
jagte,jagte,0_4,0_4
jagte,jagten,0_4,0_11
jagte,jaget,0_4,0_9
jagte,jagen,0_4,0_0
jagte,jagst,0_4,0_10
jagten,jage,0_11,0_3
jagten,jagt,0_11,0_6
jagten,jagte,0_11,0_4
jagten,jagten,0_11,0_11
jagten,jaget,0_11,0_9
jagten,jagen,0_11,0_0
jagten,jagst,0_11,0_10
jaget,jage,0_9,0_3
jaget,jagt,0_9,0_6
jaget,jagte,0_9,0_4
jaget,jagten,0_9,0_11
jaget,jaget,0_9,0_9
jaget,jagen,0_9,0_0
jaget,jagst,0_9,0_10
jagen,jage,0_0,0_3
jagen,jagt,0_0,0_6
jagen,jagte,0_0,0_4
jagen,jagten,0_0,0_11
jagen,jaget,0_0,0_9
jagen,jagen,0_0,0_0
jagen,jagst,0_0,0_10
jagst,jage,0_10,0_3
jagst,jagt,0_10,0_6
jagst,jagte,0_10,0_4
jagst,jagten,0_10,0_11
jagst,jaget,0_10,0_9
jagst,jagen,0_10,0_0
jagst,jagst,0_10,0_10
Tu,Tu,0_12,0_12
Tu,Tue,0_12,0_3
Tu,Tun,0_12,0_0
Tu,Tut,0_12,0_6
Tu,Tust,0_12,0_10
Tue,Tu,0_3,0_12
Tue,Tue,0_3,0_3
Tue,Tun,0_3,0_0
Tue,Tut,0_3,0_6
Tue,Tust,0_3,0_10
Tun,Tu,0_0,0_12
Tun,Tue,0_0,0_3
Tun,Tun,0_0,0_0
Tun,Tut,0_0,0_6
Tun,Tust,0_0,0_10
Tut,Tu,0_6,0_12
Tut,Tue,0_6,0_3
Tut,Tun,0_6,0_0
Tut,Tut,0_6,0_6
Tut,Tust,0_6,0_10
Tust,Tu,0_10,0_12
Tust,Tue,0_10,0_3
Tust,Tun,0_10,0_0
Tust,Tut,0_10,0_6
Tust,Tust,0_10,0_10
gewöhnt,gewöhnt,0_6,0_6
gewöhnt,gewöhnte,0_6,0_4
gewöhnte,gewöhnt,0_4,0_6
gewöhnte,gewöhnte,0_4,0_4
erbarme,erbarme,0_3,0_3
erbarme,erbarmen,0_3,0_0
erbarme,erbarmet,0_3,0_9
erbarme,erbarmt,0_3,0_6
erbarme,erbarmte,0_3,0_4
erbarmen,erbarme,0_0,0_3
erbarmen,erbarmen,0_0,0_0
erbarmen,erbarmet,0_0,0_9
erbarmen,erbarmt,0_0,0_6
erbarmen,erbarmte,0_0,0_4
erbarmet,erbarme,0_9,0_3
erbarmet,erbarmen,0_9,0_0
erbarmet,erbarmet,0_9,0_9
erbarmet,erbarmt,0_9,0_6
erbarmet,erbarmte,0_9,0_4
erbarmt,erbarme,0_6,0_3
erbarmt,erbarmen,0_6,0_0
erbarmt,erbarmet,0_6,0_9
erbarmt,erbarmt,0_6,0_6
erbarmt,erbarmte,0_6,0_4
erbarmte,erbarme,0_4,0_3
erbarmte,erbarmen,0_4,0_0
erbarmte,erbarmet,0_4,0_9
erbarmte,erbarmt,0_4,0_6
erbarmte,erbarmte,0_4,0_4
Seuche,Seuche,0_3,0_3
Seuche,Seuchen,0_3,0_0
Seuchen,Seuche,0_0,0_3
Seuchen,Seuchen,0_0,0_0
aufhöre,aufhöre,0_3,0_3
aufhöre,aufhört,0_3,0_6
aufhöre,aufhörte,0_3,0_4
aufhöre,aufhörten,0_3,0_11
aufhöre,aufhören,0_3,0_0
aufhört,aufhöre,0_6,0_3
aufhört,aufhört,0_6,0_6
aufhört,aufhörte,0_6,0_4
aufhört,aufhörten,0_6,0_11
aufhört,aufhören,0_6,0_0
aufhörte,aufhöre,0_4,0_3
aufhörte,aufhört,0_4,0_6
aufhörte,aufhörte,0_4,0_4
aufhörte,aufhörten,0_4,0_11
aufhörte,aufhören,0_4,0_0
aufhörten,aufhöre,0_11,0_3
aufhörten,aufhört,0_11,0_6
aufhörten,aufhörte,0_11,0_4
aufhörten,aufhörten,0_11,0_11
aufhörten,aufhören,0_11,0_0
aufhören,aufhöre,0_0,0_3
aufhören,aufhört,0_0,0_6
aufhören,aufhörte,0_0,0_4
aufhören,aufhörten,0_0,0_11
aufhören,aufhören,0_0,0_0
Schläge,Schläge,0_3,0_3
Schläge,Schlägst,0_3,0_10
Schläge,Schlägen,0_3,0_0
Schlägst,Schläge,0_10,0_3
Schlägst,Schlägst,0_10,0_10
Schlägst,Schlägen,0_10,0_0
Schlägen,Schläge,0_0,0_3
Schlägen,Schlägst,0_0,0_10
Schlägen,Schlägen,0_0,0_0
eisern,eisern,0_12,0_12
eisern,eiserne,0_12,0_3
eisern,eisernem,0_12,0_7
eisern,eisernes,0_12,0_8
eisern,eisernen,0_12,0_0
eiserne,eisern,0_3,0_12
eiserne,eiserne,0_3,0_3
eiserne,eisernem,0_3,0_7
eiserne,eisernes,0_3,0_8
eiserne,eisernen,0_3,0_0
eisernem,eisern,0_7,0_12
eisernem,eiserne,0_7,0_3
eisernem,eisernem,0_7,0_7
eisernem,eisernes,0_7,0_8
eisernem,eisernen,0_7,0_0
eisernes,eisern,0_8,0_12
eisernes,eiserne,0_8,0_3
eisernes,eisernem,0_8,0_7
eisernes,eisernes,0_8,0_8
eisernes,eisernen,0_8,0_0
eisernen,eisern,0_0,0_12
eisernen,eiserne,0_0,0_3
eisernen,eisernem,0_0,0_7
eisernen,eisernes,0_0,0_8
eisernen,eisernen,0_0,0_0
bereit,bereit,0_12,0_12
bereit,bereite,0_12,0_3
bereit,bereitet,0_12,0_9
bereit,bereitest,0_12,0_2
bereit,bereiten,0_12,0_0
bereit,bereits,0_12,0_1
bereite,bereit,0_3,0_12
bereite,bereite,0_3,0_3
bereite,bereitet,0_3,0_9
bereite,bereitest,0_3,0_2
bereite,bereiten,0_3,0_0
bereite,bereits,0_3,0_1
bereitet,bereit,0_9,0_12
bereitet,bereite,0_9,0_3
bereitet,bereitet,0_9,0_9
bereitet,bereitest,0_9,0_2
bereitet,bereiten,0_9,0_0
bereitet,bereits,0_9,0_1
bereitest,bereit,0_2,0_12
bereitest,bereite,0_2,0_3
bereitest,bereitet,0_2,0_9
bereitest,bereitest,0_2,0_2
bereitest,bereiten,0_2,0_0
bereitest,bereits,0_2,0_1
bereiten,bereit,0_0,0_12
bereiten,bereite,0_0,0_3
bereiten,bereitet,0_0,0_9
bereiten,bereitest,0_0,0_2
bereiten,bereiten,0_0,0_0
bereiten,bereits,0_0,0_1
bereits,bereit,0_1,0_12
bereits,bereite,0_1,0_3
bereits,bereitet,0_1,0_9
bereits,bereitest,0_1,0_2
bereits,bereiten,0_1,0_0
bereits,bereits,0_1,0_1
soff,soff,0_12,0_12
soff,soffen,0_12,0_0
soffen,soff,0_0,0_12
soffen,soffen,0_0,0_0
Last,Last,0_12,0_12
Last,Lasten,0_12,0_0
Last,Laster,0_12,0_5
Lasten,Last,0_0,0_12
Lasten,Lasten,0_0,0_0
Lasten,Laster,0_0,0_5
Laster,Last,0_5,0_12
Laster,Lasten,0_5,0_0
Laster,Laster,0_5,0_5
Jene,Jene,0_3,0_3
Jene,Jener,0_3,0_5
Jener,Jene,0_5,0_3
Jener,Jener,0_5,0_5
erwischt,erwischt,0_6,0_6
erwischt,erwischte,0_6,0_4
erwischte,erwischt,0_4,0_6
erwischte,erwischte,0_4,0_4
verschwieg,verschwieg,0_12,0_12
verschwieg,verschwiegen,0_12,0_0
verschwiegen,verschwieg,0_0,0_12
verschwiegen,verschwiegen,0_0,0_0
grüße,grüße,0_3,0_3
grüße,grüßt,0_3,0_6
grüße,grüßte,0_3,0_4
grüße,grüßten,0_3,0_11
grüße,grüßet,0_3,0_9
grüße,grüßen,0_3,0_0
grüßt,grüße,0_6,0_3
grüßt,grüßt,0_6,0_6
grüßt,grüßte,0_6,0_4
grüßt,grüßten,0_6,0_11
grüßt,grüßet,0_6,0_9
grüßt,grüßen,0_6,0_0
grüßte,grüße,0_4,0_3
grüßte,grüßt,0_4,0_6
grüßte,grüßte,0_4,0_4
grüßte,grüßten,0_4,0_11
grüßte,grüßet,0_4,0_9
grüßte,grüßen,0_4,0_0
grüßten,grüße,0_11,0_3
grüßten,grüßt,0_11,0_6
grüßten,grüßte,0_11,0_4
grüßten,grüßten,0_11,0_11
grüßten,grüßet,0_11,0_9
grüßten,grüßen,0_11,0_0
grüßet,grüße,0_9,0_3
grüßet,grüßt,0_9,0_6
grüßet,grüßte,0_9,0_4
grüßet,grüßten,0_9,0_11
grüßet,grüßet,0_9,0_9
grüßet,grüßen,0_9,0_0
grüßen,grüße,0_0,0_3
grüßen,grüßt,0_0,0_6
grüßen,grüßte,0_0,0_4
grüßen,grüßten,0_0,0_11
grüßen,grüßet,0_0,0_9
grüßen,grüßen,0_0,0_0
Säugling,Säugling,0_12,0_12
Säugling,Säuglinge,0_12,0_3
Säuglinge,Säugling,0_3,0_12
Säuglinge,Säuglinge,0_3,0_3
Tenne,Tenne,0_3,0_3
Tenne,Tennen,0_3,0_0
Tennen,Tenne,0_0,0_3
Tennen,Tennen,0_0,0_0
süß,süß,0_12,0_12
süß,süße,0_12,0_3
süß,süßem,0_12,0_7
süß,süßer,0_12,0_5
süß,süßes,0_12,0_8
süß,süßen,0_12,0_0
süße,süß,0_3,0_12
süße,süße,0_3,0_3
süße,süßem,0_3,0_7
süße,süßer,0_3,0_5
süße,süßes,0_3,0_8
süße,süßen,0_3,0_0
süßem,süß,0_7,0_12
süßem,süße,0_7,0_3
süßem,süßem,0_7,0_7
süßem,süßer,0_7,0_5
süßem,süßes,0_7,0_8
süßem,süßen,0_7,0_0
süßer,süß,0_5,0_12
süßer,süße,0_5,0_3
süßer,süßem,0_5,0_7
süßer,süßer,0_5,0_5
süßer,süßes,0_5,0_8
süßer,süßen,0_5,0_0
süßes,süß,0_8,0_12
süßes,süße,0_8,0_3
süßes,süßem,0_8,0_7
süßes,süßer,0_8,0_5
süßes,süßes,0_8,0_8
süßes,süßen,0_8,0_0
süßen,süß,0_0,0_12
süßen,süße,0_0,0_3
süßen,süßem,0_0,0_7
süßen,süßer,0_0,0_5
süßen,süßes,0_0,0_8
süßen,süßen,0_0,0_0
Feierkleid,Feierkleid,0_12,0_12
Feierkleid,Feierkleider,0_12,0_5
Feierkleider,Feierkleid,0_5,0_12
Feierkleider,Feierkleider,0_5,0_5
Pflügen,Pflügen,0_0,0_0
Pflügen,Pflüger,0_0,0_5
Pflügen,Pflügt,0_0,0_6
Pflüger,Pflügen,0_5,0_0
Pflüger,Pflüger,0_5,0_5
Pflüger,Pflügt,0_5,0_6
Pflügt,Pflügen,0_6,0_0
Pflügt,Pflüger,0_6,0_5
Pflügt,Pflügt,0_6,0_6
dulden,dulden,0_0,0_0
dulden,duldet,0_0,0_6
dulden,duldete,0_0,0_4
duldet,dulden,0_6,0_0
duldet,duldet,0_6,0_6
duldet,duldete,0_6,0_4
duldete,dulden,0_4,0_0
duldete,duldet,0_4,0_6
duldete,duldete,0_4,0_4
heut,heut,0_6,0_6
heut,heute,0_6,0_4
heute,heut,0_4,0_6
heute,heute,0_4,0_4
freundlich,freundlich,0_12,0_12
freundlich,freundliche,0_12,0_3
freundlich,freundlichen,0_12,0_0
freundlich,freundliches,0_12,0_8
freundliche,freundlich,0_3,0_12
freundliche,freundliche,0_3,0_3
freundliche,freundlichen,0_3,0_0
freundliche,freundliches,0_3,0_8
freundlichen,freundlich,0_0,0_12
